model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,n_neighbors,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2
knn,2,200,8192,0,1.0,True,63,-2,0.30000000000000004,0.630896383658664,0.2919921875,0.635762565556227,200.0,63.00000000000001,29.470217169203213,191,14.7648230602334,13,191,123.47135249732771,4.814550861710779,63.0,4.4547727214752495
knn,2,200,8192,0,1.0,True,65,-2,0.29500000000000004,0.6360697460919605,0.2904052734375,0.6392193246288953,200.0,65.0,31.012976316374413,189,14.89966442575134,14,189,131.9161339669455,4.974434641243164,65.00000000000001,4.596194077712559
knn,2,200,8192,0,1.0,True,67,-2,0.30500000000000005,0.6391400995321989,0.29052734375,0.6426964525218826,200.0,67.00000000000001,32.541120140523745,186,15.165750888103101,14,186,140.21389503008544,5.13117920170403,67.0,4.737615433949869
knn,2,200,8192,0,1.0,True,69,-2,0.29000000000000004,0.6428522954178569,0.292236328125,0.6460345561498781,200.0,69.00000000000001,34.12131958175124,188,15.0996688705415,14,188,148.64110359862988,5.286345618667021,68.99999999999997,4.879036790187177
knn,2,200,8192,0,1.0,True,71,-2,0.29500000000000004,0.6462557610027474,0.2928466796875,0.649233226754184,200.0,71.0,35.75131186404214,190,14.89966442575134,14,190,157.50076864875447,5.4417460433210225,71.0,5.020458146424488
knn,2,200,8192,0,1.0,True,73,-2,0.28500000000000003,0.649957055035854,0.296875,0.6526326376698786,200.0,73.0,37.46294302374014,193,14.628738838327793,14,193,166.9451367289075,5.603989650240264,73.00000000000001,5.161879502661796
knn,2,200,8192,0,1.0,True,75,-2,0.28,0.6536495085288446,0.3001708984375,0.6560095694822501,200.0,74.99999999999999,39.17054505620262,189,14.89966442575134,14,189,176.2031425200935,5.761015535476362,75.0,5.303300858899107
knn,2,200,8192,0,1.0,True,77,-2,0.30500000000000005,0.6577929706024987,0.3035888671875,0.6592536741399335,200.0,77.0,40.90318997339939,186,15.0996688705415,13,186,185.5960057869287,5.92160029046203,76.99999999999999,5.444722215136417
knn,2,200,8192,0,1.0,True,79,-2,0.30500000000000005,0.6613686083781519,0.3055419921875,0.662556414209039,200.0,79.00000000000001,42.657760724163666,191,14.832396974191326,13,191,195.09663805191644,6.080826424097303,79.0,5.586143571373727
knn,2,200,8192,0,1.0,True,81,-2,0.30500000000000005,0.6642438886479556,0.3079833984375,0.6654168586279838,200.0,81.0,44.42880090661912,189,14.89966442575134,13,189,204.61622370671597,6.237118725822045,81.00000000000003,5.727564927611036
knn,2,200,8192,0,1.0,True,83,-2,0.31000000000000005,0.6677473434867661,0.3111572265625,0.6679626569691776,200.0,83.00000000000001,46.235836209589635,190,14.832396974191326,13,190,214.2428246580404,6.393156497380617,83.0,5.868986283848345
knn,2,200,8192,0,1.0,True,85,-2,0.29500000000000004,0.6707531737302509,0.315185546875,0.6704049008935153,200.0,85.00000000000001,48.12505012984402,191,14.7648230602334,12,191,224.11265486104895,6.552995498243533,84.99999999999997,6.010407640085654
knn,2,200,8192,0,1.0,True,87,-2,0.31000000000000005,0.6726454851838928,0.3154296875,0.6733241927635809,200.0,86.99999999999999,49.975396446651594,188,14.966629547095765,12,188,234.0586433885776,6.706329100185884,86.99999999999997,6.151828996322964
knn,2,200,8192,0,1.0,True,89,-2,0.28500000000000003,0.6751678007329529,0.3134765625,0.6757534356065917,200.0,89.0,51.892969176951134,188,15.0996688705415,12,188,244.27030465989893,6.860091107266725,89.00000000000001,6.293250352560272
knn,2,200,8192,0,1.0,True,91,-2,0.28500000000000003,0.6771130210175358,0.3179931640625,0.6781783403965147,200.0,90.99999999999999,53.81243118462498,190,14.89966442575134,12,190,254.35859364876669,7.01221434355796,91.0,6.434671708797582
knn,2,200,8192,0,1.0,True,93,-2,0.31000000000000005,0.6794307738368804,0.322509765625,0.6805212234954516,200.0,93.0,55.77805482445585,191,14.7648230602334,12,191,264.93220640342486,7.163400030711673,92.99999999999999,6.576093065034893
knn,2,200,8192,0,1.0,True,95,-2,0.29000000000000004,0.6805344526724846,0.32421875,0.6828399638655023,200.0,95.0,57.795554327300984,187,15.165750888103101,12,187,275.80011984364415,7.315052973150639,94.99999999999999,6.7175144212722016
knn,2,200,8192,0,1.0,True,97,-2,0.31000000000000005,0.683269263923867,0.3223876953125,0.6848797742241632,200.0,97.00000000000003,59.857004184974045,187,15.0996688705415,11,187,286.5033593187201,7.4695816482584885,97.0,6.85893577750951
knn,2,200,8192,0,1.0,True,99,-2,0.28500000000000003,0.6841079545661366,0.3309326171875,0.6869435381338032,200.0,98.99999999999999,61.945837632564135,188,15.033296378372908,11,188,297.5268610441208,7.620183724819238,99.0,7.000357133746821
knn,2,200,8192,0,1.0,True,101,-2,0.29000000000000004,0.6860335988957406,0.340576171875,0.6889700091240417,200.0,101.00000000000001,64.08267784666931,190,14.89966442575134,11,190,308.57858301873136,7.770785031127807,101.0,7.141778489984129
knn,2,200,8192,0,1.0,True,103,-2,0.31499999999999995,0.6882963677841093,0.3450927734375,0.6909915285576302,200.0,103.0,66.21078877343177,184,15.362291495737216,11,184,319.86119473716144,7.916757543338055,102.99999999999997,7.283199846221439
knn,2,200,8192,0,1.0,True,105,-2,0.32499999999999996,0.6905402794558912,0.363037109375,0.6929064434142536,200.0,104.99999999999999,68.40659836594712,188,15.033296378372908,11,188,331.3086945073799,8.065246431448948,105.00000000000003,7.424621202458748
knn,2,200,8192,0,1.0,True,107,-2,0.355,0.6921055438660478,0.3826904296875,0.6947933343909143,200.0,107.00000000000001,70.62964604187114,184,15.297058540778355,11,184,342.82628231212874,8.213081029674552,107.00000000000001,7.566042558696059
knn,2,200,8192,0,1.0,True,109,-2,0.32999999999999996,0.6935484951986587,0.3990478515625,0.6966189006295098,200.0,109.0,72.90002606309547,182,15.427248620541512,12,182,354.45121079325526,8.360394727523335,109.0,7.707463914933369
knn,2,200,8192,0,1.0,True,111,-2,0.345,0.6954490747940126,0.408447265625,0.6984611093013947,200.0,111.00000000000003,75.15165666836627,181,15.491933384829668,12,181,365.95665378450116,8.503563958717544,110.99999999999999,7.848885271170679
knn,2,200,8192,0,1.0,True,113,-2,0.345,0.6971572255928608,0.4085693359375,0.7001326936759251,200.0,112.99999999999997,77.45845789841154,186,15.165750888103101,12,186,377.6215595344681,8.647288592385477,112.99999999999996,7.990306627407986
knn,2,200,8192,0,1.0,True,115,-2,0.385,0.6989904250894498,0.429931640625,0.7016185373176234,200.0,115.00000000000001,79.76266263108326,187,15.0996688705415,12,187,389.55629261273197,8.787641890746345,115.00000000000003,8.131727983645296
knn,2,200,8192,0,1.0,True,117,-2,0.43999999999999995,0.7007005146219515,0.4798583984375,0.7032070348785463,200.0,116.99999999999999,82.07179783579738,184,15.231546211727817,11,184,401.58621871863426,8.92577727707789,117.0,8.273149339882606
knn,2,200,8192,0,1.0,True,119,-2,0.49,0.7015806525604676,0.5169677734375,0.7046492926604798,200.0,119.00000000000004,84.50474158294315,184,15.556349186104045,12,184,414.05094440656677,9.069175817018875,118.99999999999997,8.414570696119915
knn,2,200,8192,0,1.0,True,121,-2,0.525,0.7026070107608149,0.5364990234375,0.7057585278851584,200.0,121.0,86.89992779053384,188,14.966629547095765,11,188,426.22799515136035,9.207543103347385,121.00000000000003,8.555992052357224
knn,2,200,8192,0,1.0,True,123,-2,0.5549999999999999,0.703829944883488,0.542236328125,0.7069102877815875,200.0,123.00000000000001,89.38854009323569,186,15.0996688705415,11,186,439.03342380714736,9.349010642843444,123.00000000000003,8.697413408594533
knn,2,200,8192,0,1.0,True,125,-2,0.5349999999999999,0.7051268821992253,0.541748046875,0.7079658054402546,200.0,125.0,91.85416076585753,191,14.832396974191326,10,191,451.7150694652137,9.486793451952035,125.0,8.838834764831844
knn,2,200,8192,0,1.0,True,127,-2,0.51,0.7066056818927932,0.53466796875,0.7088521465651838,200.0,127.0,94.33591945807284,180,15.748015748023622,10,180,464.85816095632055,9.622941338281139,126.99999999999997,8.980256121069154
knn,2,200,8192,0,1.0,True,129,-2,0.52,0.7071615956657092,0.5361328125,0.709839475679914,200.0,129.0,96.82784749234075,178,15.748015748023622,10,178,477.9639942734361,9.75743050193031,128.99999999999997,9.121677477306465
knn,2,200,8192,0,1.0,True,131,-2,0.53,0.7075925797385076,0.5418701171875,0.7107900682761982,200.0,131.0,99.40637429259756,178,15.937377450509228,10,178,491.36996167974297,9.894591957225927,131.00000000000003,9.263098833543774
knn,2,200,8192,0,1.0,True,133,-2,0.55,0.7085422611182796,0.5474853515625,0.7115822720037965,200.0,133.00000000000006,102.0187002465725,176,16.06237840420901,10,176,504.8113732391253,10.031375778027659,133.0,9.404520189781081
knn,2,200,8192,0,1.0,True,135,-2,0.565,0.7092542906701511,0.5631103515625,0.712290900997981,200.0,134.99999999999997,104.54841677423907,178,15.811388300841896,11,178,517.8211479945058,10.161788720496013,135.0,9.545941546018392
knn,2,200,8192,0,1.0,True,137,-2,0.56,0.709893917404363,0.572509765625,0.713324107077526,200.0,136.99999999999997,107.1056408411807,177,15.874507866387544,11,177,530.8793974722338,10.291545073505727,137.00000000000006,9.687362902255702
knn,2,200,8192,0,1.0,True,139,-2,0.5549999999999999,0.7112782024856337,0.5738525390625,0.7141996579488501,200.0,139.0,109.75369697645725,177,15.874507866387544,10,177,544.3430696975533,10.424034727493956,139.00000000000003,9.828784258493009
knn,2,200,8192,0,1.0,True,141,-2,0.565,0.7113193322234035,0.582763671875,0.7152046387240305,200.0,141.00000000000003,112.39118515257324,180,15.620499351813308,11,180,558.1806418767318,10.554008717070495,141.0,9.970205614730318
knn,2,200,8192,0,1.0,True,143,-2,0.5700000000000001,0.7128427522786902,0.5848388671875,0.7163058525518253,200.0,143.00000000000003,115.03092888436574,179,15.684387141358123,12,179,572.0533620666527,10.682087810910375,143.0,10.111626970967627
knn,2,200,8192,0,1.0,True,145,-2,0.5900000000000001,0.7148605727871447,0.599609375,0.717236200122322,200.0,145.0,117.69407546686452,184,15.620499351813308,11,184,586.0816366187713,10.809569834179342,144.99999999999994,10.253048327204938
knn,2,200,8192,0,1.0,True,147,-2,0.575,0.7158614365726668,0.606201171875,0.7182069972522882,200.0,147.0,120.42694486700223,175,16.1245154965971,11,175,600.2722403563708,10.938621942456919,147.0,10.394469683442246
knn,2,200,8192,0,1.0,True,149,-2,0.6,0.7175947408269654,0.6077880859375,0.7189501338719123,200.0,149.00000000000006,123.16910205079847,174,16.186414056238647,11,174,614.643655496323,11.066313749392794,149.0,10.535891039679557
knn,2,200,8192,0,1.0,True,151,-2,0.615,0.7192353014731248,0.6109619140625,0.7194117763456283,200.0,151.00000000000006,125.99308135766826,173,16.24807680927192,10,173,629.7763632608369,11.195952393610828,151.0,10.677312395916868
knn,2,200,8192,0,1.0,True,153,-2,0.625,0.7198162167961096,0.6287841796875,0.7197744688275768,200.0,153.00000000000003,128.82395798142517,177,15.811388300841896,10,177,644.8747237661117,11.32433883279726,153.0,10.818733752154177
knn,2,200,8192,0,1.0,True,155,-2,0.615,0.7201540417942476,0.632568359375,0.720277045941353,200.0,155.0000000000001,131.71628999482186,176,15.811388300841896,10,176,660.367567942747,11.453805044612904,155.00000000000006,10.960155108391486
knn,2,200,8192,0,1.0,True,157,-2,0.63,0.7208886076224128,0.6328125,0.7205798905582489,200.0,157.0,134.54567347187344,173,16.0,9,173,675.7559161943419,11.578693795070322,157.0,11.101576464628796
knn,2,200,8192,0,1.0,True,159,-2,0.645,0.7209820840626608,0.628662109375,0.720641681218288,200.0,159.00000000000003,137.42369810189214,162,17.378147196982766,10,162,691.6213025857724,11.704315443459306,159.0,11.242997820866108
knn,2,200,8192,0,1.0,True,161,-2,0.625,0.7207218807000774,0.6357421875,0.720519652895748,200.0,161.00000000000003,140.3636605393291,160,18.867962264113206,8,160,707.8820381374485,11.831090397761315,160.99999999999997,11.384419177103418
knn,2,200,8192,0,1.0,True,163,-2,0.61,0.7207717281849377,0.6368408203125,0.720211040022972,200.0,163.00000000000003,143.3001038031724,167,17.146428199482248,8,167,723.8026727206063,11.956376959597753,162.99999999999994,11.525840533340725
knn,2,200,8192,0,1.0,True,165,-2,0.615,0.720048978030083,0.6282958984375,0.7195803356451561,200.0,164.99999999999994,146.20957304499586,161,18.920887928424502,8,161,739.993686208332,12.079004511962069,164.99999999999997,11.667261889578032
knn,2,200,8192,0,1.0,True,167,-2,0.595,0.7199363233841238,0.6260986328125,0.7191487425188274,200.0,167.00000000000003,149.1436436795078,160,17.72004514666935,9,160,756.1781355421979,12.201374922524101,167.0,11.808683245815342
knn,2,200,8192,0,1.0,True,169,-2,0.605,0.7189058410856367,0.626220703125,0.7187334936141219,200.0,169.0000000000001,152.1282598664693,154,19.390719429665317,8,154,772.8528168867632,12.324469562622157,169.0,11.950104602052651
knn,2,200,8192,0,1.0,True,171,-2,0.625,0.7190986505750914,0.643798828125,0.7186257761457411,200.0,171.00000000000006,155.07374600492503,153,18.275666882497067,9,153,789.2143190331526,12.44469364829846,171.00000000000006,12.091525958289962
knn,2,200,8192,0,1.0,True,173,-2,0.64,0.718878269798208,0.652587890625,0.7184127780576577,200.0,173.00000000000006,158.0168657137585,143,20.149441679609886,8,143,805.8059751071356,12.563604180329783,173.0,12.232947314527271
knn,2,200,8192,0,1.0,True,175,-2,0.6699999999999999,0.7185417079908786,0.6904296875,0.718055690456064,200.0,175.0000000000001,161.0071077623594,142,20.149441679609886,8,142,822.5873497174005,12.683073365710694,175.0,12.374368670764582
knn,2,200,8192,0,1.0,True,177,-2,0.6599999999999999,0.7183725502427398,0.689697265625,0.7177359325445914,200.0,177.00000000000014,164.02275268998505,132,20.83266665599966,7,132,839.8490466607869,12.802304480053582,177.0,12.51579002700189
knn,2,200,8192,0,1.0,True,179,-2,0.6799999999999999,0.7182466757281457,0.6898193359375,0.7173808850131181,200.0,179.00000000000026,167.00352601068042,131,21.72556098240043,7,131,857.0633712719813,12.919016990467966,178.99999999999994,12.657211383239199
knn,2,200,8192,0,1.0,True,181,-2,0.6699999999999999,0.7171859828189304,0.6978759765625,0.7165882703523357,200.0,181.00000000000023,170.00672854331384,117,22.715633383201094,8,117,874.4190888050119,13.035449742912594,181.0,12.79863273947651
knn,2,200,8192,0,1.0,True,183,-2,0.65,0.7162257538838168,0.6937255859375,0.7156752511499364,200.0,183.0000000000004,173.118124556616,107,23.62202362203543,7,107,892.267615794079,13.154917331553246,182.99999999999994,12.94005409571382
knn,2,200,8192,0,1.0,True,185,-2,0.69,0.7149040667736857,0.68896484375,0.7145486844012364,200.0,185.0000000000005,176.22605496917868,109,24.24871130596428,7,109,910.5975921028485,13.273023393334316,185.00000000000003,13.08147545195113
knn,2,200,8192,0,1.0,True,187,-2,0.645,0.7133459586676052,0.6778564453125,0.7132385012429493,200.0,187.0000000000004,179.337028385105,100,29.223278392404914,7,100,929.174867586643,13.390140029140845,187.00000000000006,13.222896808188441
knn,2,200,8192,0,1.0,True,189,-2,0.665,0.7124568483669536,0.6610107421875,0.7121432947957245,200.0,189.00000000000045,182.49275286980574,88,31.71750305430741,7,88,947.8934698578064,13.507877331394448,189.00000000000003,13.364318164425747
knn,2,200,8192,0,1.0,True,191,-2,0.655,0.7120676350440869,0.5982666015625,0.7109273140063023,200.0,191.00000000000057,185.59557349247322,72,36.71511950137164,7,72,966.7875341200026,13.622580519123387,191.0,13.505739520663058
knn,2,200,8192,0,1.0,True,193,-2,0.61,0.7108438222062898,0.5693359375,0.7101578321684576,200.0,193.00000000000063,188.80937728301532,54,56.85068161420758,6,54,986.9451002718828,13.740296576129643,193.0,13.647160876900365
knn,2,200,8192,0,1.0,True,195,-2,0.595,0.7096813751077908,0.6243896484375,0.7096228036626746,200.0,195.00000000000082,191.90665556462608,35,55.67764362830022,7,35,1006.0675461677687,13.85278491856421,194.99999999999994,13.788582233137676
knn,2,200,8192,0,1.0,True,197,-2,0.635,0.7095116621174867,0.6387939453125,0.7093212219633096,192.0,197.0000000000012,195.046181326372,20,62.6418390534633,7,20,1026.000480667018,13.965799296853726,196.99999999999997,13.930003589374985
knn,2,200,8192,0,1.0,True,199,-2,0.635,0.7080661722967001,0.610107421875,0.7078892706806861,187.0,199.00000000000827,198.2805083713476,6,105.83005244258362,6,6,1047.628847248622,14.081193131265547,198.99999999999994,14.071424945612295
