model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,noise_dims,shuffle_label_frac,n_estimators,max_features,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,n_total_leaves
shallow_forest,10,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.235,0.186,0.286,0.2071,176.0,1000.0000000000005,524.8139670397503,96,318.58122983000743,2.041451719073061,176
shallow_forest,10,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.236,0.182,0.2878,0.2046,224.0,1000.0000000000002,467.31495404297675,101,324.7152598816385,2.1269820615462884,224
shallow_forest,10,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.23,0.205,0.2996,0.2245,261.0,1000.0000000000003,614.3929549766991,107,292.53717712454943,1.7595496009736342,261
shallow_forest,10,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.234,0.193,0.2866,0.2132,322.0,1000.0000000000002,572.093510713065,114,269.19138173425983,1.9097778177409044,322
shallow_forest,11,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.46,0.238,0.4921,0.2535,10.0,1000.0,834.5094367351396,10,834.5094367351396,0.6937582776712081,10
shallow_forest,11,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.361,0.225,0.41,0.2354,24.0,1000.0000000000002,622.620671034941,24,547.7955823115042,1.4184725642562404,24
shallow_forest,11,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.33,0.216,0.3694,0.2282,39.0,1000.0,615.2439443920688,44,368.68685900096847,1.6479214107259461,39
shallow_forest,11,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.293,0.212,0.3573,0.2279,48.0,1000.0000000000003,592.3475542280901,51,356.6566976799959,1.6803442142246752,48
shallow_forest,11,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.262,0.207,0.3218,0.2263,71.0,1000.0000000000001,438.39817517868386,97,223.082944215823,2.275283555649288,71
shallow_forest,11,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.317,0.224,0.3838,0.2387,86.0,1000.0000000000001,712.2277209787694,63,424.5656604107308,1.3675920311392207,86
shallow_forest,11,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.392,0.228,0.4432,0.2422,123.0,1000.0000000000002,779.0592018582413,60,545.107328881203,1.0903015787069705,123
shallow_forest,11,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.253,0.217,0.3092,0.2326,162.0,1000.0,595.6398478966687,98,220.82119463493535,1.8023582806395266,162
shallow_forest,11,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.234,0.212,0.3016,0.2259,208.0,1000.0000000000003,583.104172993557,125,209.29405151604286,1.9248004717150113,208
shallow_forest,11,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.267,0.213,0.3199,0.2285,266.0,1000.0000000000006,585.4966780435225,136,196.62654958067083,1.9126912574589947,266
shallow_forest,12,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.401,0.222,0.4562,0.2474,18.0,1000.0,706.9568586554628,18,706.9568586554628,1.299367051665063,18
shallow_forest,12,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.294,0.181,0.3899,0.2158,45.0,1000.0000000000001,546.664430889737,62,453.61657818029533,2.049877175532656,45
shallow_forest,12,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.255,0.177,0.3729,0.219,68.0,1000.0,420.86102219141173,77,282.51017680784526,2.521490562205022,68
shallow_forest,12,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.22,0.162,0.3114,0.2075,102.0,1000.0000000000002,297.53991328895694,137,170.24687956024334,2.9987440655890403,102
shallow_forest,12,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.223,0.173,0.299,0.2034,105.0,999.9999999999998,512.7006924122493,111,218.20632438130662,2.273433451887637,105
shallow_forest,12,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.202,0.174,0.3011,0.2045,158.0,1000.0,473.8527714170212,158,202.52407264322926,2.5369342165881728,158
shallow_forest,12,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.228,0.182,0.3293,0.213,224.0,1000.0000000000002,407.06542471696105,242,144.90686664199183,2.7898050940193597,224
shallow_forest,12,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.204,0.166,0.3041,0.2023,309.0,1000.0000000000003,366.9300918536012,252,125.82527568020664,2.980605690841219,309
shallow_forest,12,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.194,0.161,0.3048,0.1998,384.0,1000.0000000000005,325.88780181989017,315,96.7574286553751,3.214934150390786,384
shallow_forest,12,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.205,0.153,0.2992,0.1939,503.0,1000.0000000000002,299.3285318842826,327,87.46427842267951,3.3103367201298437,503
shallow_forest,13,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.303,0.2,0.3127,0.2143,10.0,1000.0,513.6399517171537,10,513.6399517171537,1.5538059956268202,10
shallow_forest,13,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.22,0.155,0.2971,0.1958,55.0,1000.0000000000002,290.05861476605037,65,245.23865926888445,2.9152234993563444,55
shallow_forest,13,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.232,0.165,0.3038,0.2017,72.0,1000.0,321.93581140759505,98,267.24520575681055,2.801547113926814,72
shallow_forest,13,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.212,0.161,0.2924,0.1993,99.0,999.9999999999999,336.066399689109,111,196.4230129083657,2.898912569963075,99
shallow_forest,13,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.216,0.149,0.2834,0.1926,132.0,1000.0000000000001,233.3435235870068,132,169.2572007330855,3.3659177828698654,132
shallow_forest,13,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.239,0.173,0.2992,0.1992,125.0,1000.0000000000002,402.5841020006547,128,190.01578881766642,2.621384938476063,125
shallow_forest,13,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.236,0.171,0.3014,0.199,200.0,1000.0000000000001,376.5309814610213,194,154.4927182750048,2.8020630037063006,200
shallow_forest,13,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.234,0.166,0.2997,0.1944,257.0,1000.0000000000003,313.23379173394375,181,165.9276950963883,2.9725226389994104,257
shallow_forest,13,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.214,0.164,0.2856,0.1937,316.0,1000.0000000000007,337.0710352618569,236,140.14991972883894,2.9629167654288233,316
shallow_forest,13,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.206,0.159,0.2926,0.1942,470.0,1000.0000000000005,294.0472155964073,271,124.02419118865481,3.183644012948831,470
shallow_forest,14,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.234,0.163,0.3064,0.2077,26.0,1000.0,307.61339372660615,26,307.61339372660615,2.6435884438537633,26
shallow_forest,14,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.26,0.169,0.3315,0.2041,52.0,1000.0000000000003,340.0683754776385,47,327.23691723275965,2.624788738485279,52
shallow_forest,14,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.228,0.171,0.3016,0.1986,57.0,1000.0000000000002,381.6132422580048,57,256.12496949731394,2.4636696976412913,57
shallow_forest,14,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.203,0.158,0.2981,0.1963,110.0,1000.0000000000002,288.70096986328264,117,224.32119828495925,3.0246120155489047,110
