model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,noise_dims,shuffle_label_frac,hidden_layer_dims,n_epochs,learning_rate,verbose,early_stop_thresh,bias,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,PEN_IRM_L0,PEN_IRM_L1,PEN_IRM_L2,PEN_n_regions,PEN_ACTS_L2,PEN_IRM_entropy,n_parameters,depth,width,kernel_trace,head_norm
relu,2,1000,2048,0,1,True,0,None,32;32,1000,0.01,0,None,True,0.22,0.153,0.3159,0.2344,63.0,463.859,324.577,419.0,72.153,1.374,31.0,488.438,375.224,183.0,127.515,1.089,1218.0,2.0,32.0,3922.969,10.412
relu,2,1000,2048,0,1,True,0,None,32;32;32,1000,0.01,0,None,True,0.212,0.156,0.3169,0.2462,95.0,533.948,410.38,507.0,66.663,1.094,31.0,438.469,351.305,79.0,219.253,0.856,2274.0,3.0,32.0,6395.678,3.572
relu,2,1000,2048,0,1,True,0,None,32;32;32;32,1000,0.01,0,None,True,0.166,0.122,0.3428,0.2802,128.0,472.109,359.951,681.0,45.695,1.211,32.0,588.156,532.607,108.0,273.609,0.535,3330.0,4.0,32.0,2004.121,5.092
relu,2,1000,2048,0,1,True,0,None,32;32;32;32;32;32,1000,0.01,0,None,True,0.173,0.128,0.3384,0.2681,192.0,421.807,297.156,866.0,36.579,1.526,30.0,355.594,273.302,183.0,155.865,1.066,5442.0,6.0,32.0,2680.337,5.396
relu,2,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.107,0.078,0.3496,0.3047,254.0,378.754,247.121,878.0,37.523,1.727,28.0,299.781,227.595,103.0,237.183,1.028,7554.0,8.0,32.0,7558.579,2.622
relu,2,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.094,0.069,0.3457,0.3058,320.0,345.806,204.54,970.0,32.65,2.073,32.0,337.719,216.931,227.0,170.165,1.441,9666.0,10.0,32.0,12373.159,2.169
relu,2,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.192,0.139,0.3003,0.2331,384.0,290.786,174.632,936.0,34.264,1.971,32.0,345.937,279.471,26.0,348.956,0.76,11778.0,12.0,32.0,30266.832,1.435
relu,2,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.167,0.133,0.3301,0.2695,480.0,266.933,164.39,903.0,35.185,1.843,30.0,339.094,238.873,26.0,561.696,0.82,14946.0,15.0,32.0,13191.817,1.313
relu,2,1000,2048,0,1,True,0,None,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,1000,0.01,0,None,True,0.212,0.164,0.3081,0.2462,640.0,255.088,197.02,868.0,37.041,1.21,31.0,299.969,239.632,12.0,354.68,0.768,20226.0,20.0,32.0,944.852,1.495
relu,2,1000,2048,0,1,True,0,None,48,1000,0.01,0,None,True,0.25,0.182,0.2896,0.2069,47.0,558.896,389.893,180.0,112.987,1.24,47.0,558.896,389.893,180.0,112.987,1.24,242.0,1.0,48.0,1719.873,5.703
relu,2,1000,2048,0,1,True,0,None,48;48,1000,0.01,0,None,True,0.2,0.147,0.3164,0.2409,95.0,487.792,349.432,521.0,63.812,1.316,46.0,478.896,367.435,251.0,112.677,1.093,2594.0,2.0,48.0,5274.161,6.004
relu,2,1000,2048,0,1,True,0,None,48;48;48,1000,0.01,0,None,True,0.172,0.123,0.335,0.2639,143.0,500.292,370.195,703.0,44.744,1.269,47.0,517.917,425.366,203.0,111.472,0.881,4946.0,3.0,48.0,9024.768,5.685
relu,2,1000,2048,0,1,True,0,None,48;48;48;48,1000,0.01,0,None,True,0.123,0.09,0.3433,0.2883,192.0,387.453,271.507,839.0,38.288,1.502,45.0,385.083,310.012,254.0,120.266,0.991,7298.0,4.0,48.0,3282.997,5.744
relu,2,1000,2048,0,1,True,0,None,48;48;48;48;48;48,1000,0.01,0,None,True,0.05,0.036,0.3516,0.3213,288.0,317.66,187.184,935.0,34.438,2.033,48.0,290.104,167.599,432.0,92.79,1.812,12002.0,6.0,48.0,7363.359,4.656
relu,2,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.154,0.117,0.3169,0.2686,384.0,273.935,154.573,957.0,33.166,2.199,48.0,324.562,226.469,245.0,227.776,1.25,16706.0,8.0,48.0,2469.984,2.1
relu,2,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.166,0.121,0.3169,0.2568,479.0,240.779,128.176,948.0,33.853,2.305,47.0,329.479,198.065,231.0,173.862,1.532,21410.0,10.0,48.0,4295.867,2.142
relu,2,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.214,0.149,0.314,0.2272,571.0,224.453,137.878,904.0,36.222,1.919,43.0,151.438,98.374,54.0,355.511,1.224,26114.0,12.0,48.0,3156.919,1.653
relu,2,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.213,0.154,0.313,0.2376,713.0,212.929,152.493,778.0,42.119,1.406,41.0,221.188,158.625,45.0,328.369,1.033,33170.0,15.0,48.0,1389.896,1.718
relu,2,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.191,0.139,0.3188,0.2478,953.0,218.292,174.036,935.0,34.147,1.184,40.0,293.25,240.209,29.0,357.189,0.76,44930.0,20.0,48.0,1521.837,1.383
relu,2,1000,2048,0,1,True,0,None,64,1000,0.01,0,None,True,0.255,0.181,0.29,0.2052,64.0,507.375,348.094,243.0,101.912,1.27,64.0,507.375,348.094,243.0,101.912,1.27,322.0,1.0,64.0,1116.331,5.438
relu,2,1000,2048,0,1,True,0,None,64;64,1000,0.01,0,None,True,0.219,0.158,0.3169,0.2381,128.0,552.555,422.598,611.0,56.018,1.144,64.0,585.5,461.788,326.0,89.241,1.021,4482.0,2.0,64.0,5212.451,4.895
relu,2,1000,2048,0,1,True,0,None,64;64;64,1000,0.01,0,None,True,0.158,0.111,0.3315,0.2656,192.0,468.51,340.932,806.0,41.497,1.347,64.0,450.953,329.432,369.0,84.475,1.264,8642.0,3.0,64.0,5577.627,7.295
relu,2,1000,2048,0,1,True,0,None,64;64;64;64,1000,0.01,0,None,True,0.118,0.086,0.3457,0.2995,256.0,388.898,260.807,885.0,36.606,1.606,64.0,370.047,269.547,356.0,86.649,1.31,12802.0,4.0,64.0,4611.637,5.904
relu,2,1000,2048,0,1,True,0,None,64;64;64;64;64;64,1000,0.01,0,None,True,0.083,0.058,0.3472,0.3076,384.0,285.914,157.68,956.0,33.076,2.192,64.0,337.703,194.569,515.0,86.371,1.842,21122.0,6.0,64.0,13172.102,4.154
relu,2,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.137,0.096,0.3394,0.3045,511.0,217.303,115.01,940.0,33.912,2.344,63.0,254.047,172.822,331.0,154.622,1.399,29442.0,8.0,64.0,1260.594,2.78
relu,2,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.135,0.1,0.334,0.2937,638.0,193.792,97.843,958.0,33.136,2.479,61.0,174.562,98.698,205.0,185.073,1.67,37762.0,10.0,64.0,4390.546,1.587
relu,2,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.151,0.12,0.3271,0.2774,767.0,181.504,91.858,949.0,33.705,2.338,61.0,187.625,128.066,80.0,353.587,1.134,46082.0,12.0,64.0,267127.062,1.39
relu,2,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.203,0.149,0.3257,0.2548,959.0,148.774,78.394,886.0,37.815,2.098,64.0,102.578,58.821,61.0,464.399,1.452,58562.0,15.0,64.0,26153.738,1.741
relu,2,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.267,0.197,0.3081,0.2353,1000.0,132.285,83.069,902.0,35.833,1.637,52.0,96.781,63.498,24.0,564.487,1.039,79362.0,20.0,64.0,360.993,1.995
