model,rep,n_train_samples,n_test_samples,save_path,onehot,shuffle_label_frac,n_estimators,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,IRM_mean_dot_product,IRM_mean_sim_entropy,n_total_leaves,IRM_scaled_L0,IRM_scaled_L1,IRM_scaled_L2,mean_polytope_norm
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,5,-2,0.29000000000000004,0.043635012964894394,0.3003,0.0453554036961024,32.0,10000.0,2516.5456483044372,32,2516.5456483044372,32,32,3.0167450428947458,0.2516545648304437,312.5,3.125,633.3001999999661,6.193595329081565,32,32.0,32.0,5.656854249492381,0.7370819083092395
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,6,-2,0.23019999999999996,0.033862208711164556,0.2583,0.03812464126694752,64.0,10000.0,2187.568513212786,64,2187.568513212786,64,64,3.4627848167680204,0.21875685132127862,156.25,1.5625,478.5455999999861,5.747555555208081,64,64.0,64.0,7.999999999999999,0.7960024587214661
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,7,-2,0.1733,0.025800797544190346,0.2217,0.033757816101219265,125.0,10000.0,2045.7560949438719,125,2045.7560949438719,16,0,3.779000876834964,0.2045756094943872,80.00000000000003,0.8,418.5118000000104,5.431339495141344,125,125.0,125.0,11.180339887498949,0.8454114271739258
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,8,-2,0.1301,0.019154855553667437,0.20220000000000005,0.03224667324655869,227.0,10000.0,1933.8283274375726,227,1933.8283274375726,13,0,4.052528691407665,0.19338283274375728,44.05286343612335,0.44052863436123346,373.969199999982,5.157811680568492,227,227.0,227.0,15.066519173319364,0.8859142364584545
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,9,-2,0.09009999999999996,0.013256631543435964,0.19130000000000003,0.032246889692007355,369.0,10000.0,1896.5658438345872,369,1896.5658438345872,12,0,4.23958840876075,0.18965658438345873,27.10027100271003,0.27100271002710025,359.6962000000022,4.970751963215256,369,369.0,369.0,19.209372712298546,0.9217492431682583
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,10,-2,0.05940000000000001,0.008662722425583826,0.18889999999999996,0.03363750427100553,519.0,10000.0,1873.8041519860074,519,1873.8041519860074,12,0,4.3706870588040685,0.1873804151986007,19.26782273603083,0.1926782273603083,351.11420000000425,4.839653313172052,519,519.0,519.0,22.781571499789035,0.9497215606663891
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,11,-2,0.03639999999999999,0.005449363692870596,0.18789999999999996,0.03513294667490259,650.0,10000.0,1860.3214775946656,650,1860.3214775946656,12,0,4.456105267925485,0.18603214775946655,15.384615384615383,0.15384615384615385,346.07960000000236,4.754235104050685,650,650.0,650.0,25.495097567963928,0.9690141655109972
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,12,-2,0.022399999999999975,0.0034848956012833083,0.1905,0.036799878297783445,752.0,10000.0,1852.8216319980722,752,1852.8216319980722,12,0,4.504389645555677,0.18528216319980723,13.297872340425528,0.13297872340425534,343.29480000000484,4.705950726420238,752,752.0,752.0,27.42261840160418,0.9807343835284944
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,13,-2,0.013399999999999967,0.0022378633987728417,0.19089999999999996,0.037622121766822086,826.0,10000.0,1845.0896997165205,826,1845.0896997165205,12,0,4.538623929084553,0.18450896997165203,12.106537530266344,0.12106537530266342,340.4355999999824,4.671716442891726,826,826.0,826.0,28.74021572639983,0.9880446565330671
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,14,-2,0.00880000000000003,0.0015139304123104277,0.18969999999999998,0.03761078241882875,864.0,10000.0,1834.8645726592467,864,1834.8645726592467,12,0,4.565693529969488,0.1834864572659247,11.574074074074073,0.11574074074074071,336.6728000000107,4.644646842006767,864,864.0,864.0,29.393876913398138,0.9920080850925511
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,15,-2,0.006199999999999983,0.0010871248963818063,0.1905,0.03778392193293763,892.0,10000.0,1827.8615921343717,892,1827.8615921343717,12,0,4.585849708776739,0.18278615921343716,11.210762331838565,0.11210762331838564,334.1077999999976,4.624490663199355,892,892.0,892.0,29.86636904613616,0.9943548960437368
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,16,-2,0.0043999999999999595,0.0008037499319144869,0.19169999999999998,0.03825275030000071,915.0,10000.0,1816.9270761370694,915,1816.9270761370694,12,0,4.609972929721201,0.18169270761370693,10.928961748633876,0.10928961748633881,330.1224000000058,4.600367442254886,915,915.0,915.0,30.24896692450835,0.9958178167445805
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,17,-2,0.0031999999999999806,0.0005892586978945714,0.19269999999999998,0.03847605612178738,924.0,10000.0,1808.7282825233867,924,1808.7282825233867,11,0,4.627012314098977,0.18087282825233866,10.822510822510822,0.10822510822510822,327.14980000000384,4.583328057877186,924,924.0,924.0,30.397368307141328,0.9969499009452053
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,18,-2,0.0027000000000000357,0.00048034356654186674,0.19120000000000004,0.0382170732187054,931.0,10000.0,1804.0659633173061,931,1804.0659633173061,12,0,4.632791258614561,0.18040659633173062,10.741138560687432,0.10741138560687435,325.465399999995,4.577549113361706,931,931.0,931.0,30.512292604784715,0.9974951147317755
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,19,-2,0.0019000000000000128,0.00033448146610704453,0.19320000000000004,0.038584728581073244,940.0,10000.0,1797.0815229143057,940,1797.0815229143057,11,0,4.647255456356055,0.17970815229143056,10.638297872340425,0.10638297872340426,322.9502000000077,4.5630849156200926,940,940.0,940.0,30.659419433511786,0.9982746083441476
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,20,-2,0.0013999999999999568,0.00026286161644730903,0.19699999999999995,0.039389742018611104,950.0,10000.0,1786.1981972894273,950,1786.1981972894273,11,0,4.661959104477491,0.17861981972894275,10.52631578947368,0.10526315789473684,319.0504000000001,4.548381267498654,950,950.0,950.0,30.822070014844883,0.9986320570666755
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,21,-2,0.0010999999999999899,0.00018645100514399034,0.19079999999999997,0.03815016381198149,955.0,10000.0,1775.5213318910025,955,1775.5213318910025,11,0,4.6774292761409715,0.17755213318910026,10.471204188481678,0.10471204188481675,315.2475999999991,4.532911095835134,955,955.0,955.0,30.903074280724887,0.9990220120693297
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,22,-2,0.00039999999999995595,7.421102175817814e-05,0.19569999999999999,0.03913574158066219,960.0,10000.0,1770.9291346634964,960,1770.9291346634964,11,0,4.685921579907058,0.17709291346634962,10.416666666666666,0.10416666666666667,313.61900000000304,4.524418792069069,960,960.0,960.0,30.983866769659336,0.9996167396142348
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,23,-2,0.00019999999999997797,3.6349206349206345e-05,0.1936,0.03872099773242631,965.0,10000.0,1763.0190015992455,965,1763.0190015992455,11,0,4.698283430430304,0.17630190015992453,10.362694300518132,0.10362694300518134,310.8236000000056,4.512056941545783,965,965.0,965.0,31.064449134018137,0.9998100662558703
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,24,-2,0.0,0.0,0.19589999999999996,0.03917999999999999,967.0,10000.0,1763.0070901729239,967,1763.0070901729239,11,0,4.698957625413324,0.1763007090172924,10.341261633919336,0.10341261633919338,310.8194000000057,4.51138274656276,967,967.0,967.0,31.096623610932426,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,None,-2,0.0,0.0,0.19369999999999998,0.038740000000000004,967.0,10000.0,1763.2566460955138,967,1763.2566460955138,11,0,4.69839314535716,0.17632566460955137,10.341261633919336,0.10341261633919338,310.90740000000494,4.511947226618964,967,967.0,967.0,31.096623610932426,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,2,False,None,-2,0.0,0.0,0.19189999999999996,0.033644999999999994,1935.0,10000.000000000005,1762.4817729553968,986,1761.8456232031228,11,0,4.703256062132436,0.2493424953753371,10.3359173126615,0.10335917312661497,155.42920000000368,4.517838651633922,1935,1934.0,967.4999999999998,30.9947073879916,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,3,False,None,-2,0.0,0.0,0.18669999999999998,0.03245111111111111,2899.0,10000.000000000004,1762.3517746970322,982,1761.237633029683,11,0,4.70232442399036,0.3053913882217375,10.348395998620216,0.10348395998620215,103.62655555555365,4.517967673686681,2899,2898.0,966.3333333333338,31.00315671816459,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,4,False,None,-2,0.0,0.0,0.1865,0.03134750000000001,3867.0,10000.000000000005,1761.8097939335005,998,1759.546532490687,11,0,4.705157097013704,0.352626714813271,10.34393586759762,0.1034393586759762,77.71600000000184,4.52214406038022,3867,3867.0,966.7500000000002,30.947942829500185,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,5,False,None,-2,0.0,0.0,0.1834,0.03092080000000009,4833.0,10000.000000000007,1761.8679859739782,998,1759.618140392966,11,0,4.7046943039679725,0.3942442643844042,10.345541071798053,0.10345541071798053,62.171415999999205,4.52182027952179,4833,4832.0,966.6000000000003,30.957336988579037,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,7,False,None,-2,0.0,0.0,0.18289999999999995,0.030416326530612152,6767.0,10000.000000000004,1761.8112317517252,1004,1759.4442304318713,11,0,4.705422181061527,0.4664946945035924,10.344318013890943,0.1034431801389094,44.411693877550384,4.522443260132861,6767,6767.0,966.7142857142856,30.93624755318813,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,10,False,None,-2,0.0,0.0,0.18059999999999998,0.029920399999999996,9671.0,10000.0,1761.6074477590062,1004,1759.3680683700043,11,0,4.706222015363526,0.5575366176315237,10.340192327577292,0.10340192327577294,31.084707999999985,4.522478892223726,9671,9671.0,967.1,30.93296937558489,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,13,False,None,-2,0.0,0.0,0.18100000000000005,0.02970674556213022,10000.0,10000.000000000011,1761.624764429386,1005,1759.292471421395,11,0,4.706318530086352,0.6357086911471322,10.342084327764518,0.10342084327764518,23.912753846153898,4.522570826010208,12570,8405.0,966.9230769230769,30.92648279626129,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,16,False,None,-2,0.0,0.0,0.18069999999999997,0.029666328124999995,10000.0,10000.000000000013,1761.6663631346316,1005,1759.2174396588955,11,0,4.706110138699142,0.7052570311595624,10.339925035543489,0.10339925035543493,19.42919843750035,4.522502909869638,15474,8384.0,967.1250000000001,30.934424119511224,1.0
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,20,False,None,-2,0.0,0.0,0.17800000000000005,0.029506249999999967,10000.0,10000.000000000011,1761.6646644580235,1006,1759.2163027893982,11,0,4.706186821199719,0.7884855610599347,10.340192327577292,0.10340192327577294,15.542736999999807,4.522544271721077,19342,8386.0,967.1,30.932677988231855,1.0
