Architecture,run,n_parameters,01_error-train,loss-train,regions-full-0/1-train,h*-full-0/1-train,Schatten1-full-0/1-train,regions-pen-0/1-train,h*-pen-0/1-train,Schatten1-pen-0/1-train,regions-full-true_label-train,h*-full-true_label-train,Schatten1-full-true_label-train,regions-pen-true_label-train,h*-pen-true_label-train,Schatten1-pen-true_label-train,regions-full-est_label-train,h*-full-est_label-train,Schatten1-full-est_label-train,regions-pen-est_label-train,h*-pen-est_label-train,Schatten1-pen-est_label-train,regions-full-est_proba-train,h*-full-est_proba-train,Schatten1-full-est_proba-train,regions-pen-est_proba-train,h*-pen-est_proba-train,Schatten1-pen-est_proba-train,01_error-test,loss-test,regions-full-0/1-test,h*-full-0/1-test,Schatten1-full-0/1-test,regions-pen-0/1-test,h*-pen-0/1-test,Schatten1-pen-0/1-test,regions-full-true_label-test,h*-full-true_label-test,Schatten1-full-true_label-test,regions-pen-true_label-test,h*-pen-true_label-test,Schatten1-pen-true_label-test,regions-full-est_label-test,h*-full-est_label-test,Schatten1-full-est_label-test,regions-pen-est_label-test,h*-pen-est_label-test,Schatten1-pen-est_label-test,regions-full-est_proba-test,h*-full-est_proba-test,Schatten1-full-est_proba-test,regions-pen-est_proba-test,h*-pen-est_proba-test,Schatten1-pen-est_proba-test,01_error-ood_22,loss-ood_22,regions-full-0/1-ood_22,h*-full-0/1-ood_22,Schatten1-full-0/1-ood_22,regions-pen-0/1-ood_22,h*-pen-0/1-ood_22,Schatten1-pen-0/1-ood_22,regions-full-true_label-ood_22,h*-full-true_label-ood_22,Schatten1-full-true_label-ood_22,regions-pen-true_label-ood_22,h*-pen-true_label-ood_22,Schatten1-pen-true_label-ood_22,regions-full-est_label-ood_22,h*-full-est_label-ood_22,Schatten1-full-est_label-ood_22,regions-pen-est_label-ood_22,h*-pen-est_label-ood_22,Schatten1-pen-est_label-ood_22,regions-full-est_proba-ood_22,h*-full-est_proba-ood_22,Schatten1-full-est_proba-ood_22,regions-pen-est_proba-ood_22,h*-pen-est_proba-ood_22,Schatten1-pen-est_proba-ood_22,01_error-ood_45,loss-ood_45,regions-full-0/1-ood_45,h*-full-0/1-ood_45,Schatten1-full-0/1-ood_45,regions-pen-0/1-ood_45,h*-pen-0/1-ood_45,Schatten1-pen-0/1-ood_45,regions-full-true_label-ood_45,h*-full-true_label-ood_45,Schatten1-full-true_label-ood_45,regions-pen-true_label-ood_45,h*-pen-true_label-ood_45,Schatten1-pen-true_label-ood_45,regions-full-est_label-ood_45,h*-full-est_label-ood_45,Schatten1-full-est_label-ood_45,regions-pen-est_label-ood_45,h*-pen-est_label-ood_45,Schatten1-pen-est_label-ood_45,regions-full-est_proba-ood_45,h*-full-est_proba-ood_45,Schatten1-full-est_proba-ood_45,regions-pen-est_proba-ood_45,h*-pen-est_proba-ood_45,Schatten1-pen-est_proba-ood_45
width,7,49,0.274,0.52772695,10,0.01,84.8174034472135,895,0.895,906.1145837614881,10,0.01,84.8174034472135,895,0.895,906.1145837614881,10,0.01,84.8174034472135,895,0.895,906.1145837614881,10,0.01,46.561733573918254,895,0.4991233596079805,411.19311600899005,0.273,0.5385658,10,0.01,84.59383431776953,880,0.88,892.1339622321872,10,0.01,84.59383431776953,880,0.88,892.1339622321872,10,0.01,84.59383431776953,880,0.88,892.1339622321872,10,0.01,46.65908310635065,880,0.49521889366267113,401.9838565379905,0.32599999999999996,0.62739724,9,0.009,85.65278092671346,885,0.885,897.7254837541858,9,0.009,85.65278092671346,885,0.885,897.7254837541858,9,0.009,85.65278092671346,885,0.885,897.7254837541858,9,0.009,45.25695181667208,885,0.4710074207327471,385.6317718063777,0.504,0.8749866,9,0.009,83.72990282503001,906,0.906,916.6292530050495,9,0.009,83.72990282503001,906,0.906,916.6292530050495,9,0.009,83.72990282503001,906,0.906,916.6292530050495,9,0.009,43.69263038323946,906,0.47722340907151567,393.32194942423945
width,7,77,0.271,0.5189167,30,0.03,137.4571871108019,852,0.852,867.1464281994822,30,0.03,137.4571871108019,852,0.852,867.1464281994822,30,0.03,137.4571871108019,852,0.852,867.1464281994822,30,0.03,82.90902242925424,852,0.45975262606949086,381.0889764314089,0.255,0.5217233,29,0.029,133.36941446178864,866,0.866,880.2249126273363,29,0.029,133.36941446178864,866,0.866,880.2249126273363,29,0.029,133.36941446178864,866,0.866,880.2249126273363,29,0.029,81.10096364440855,866,0.47287236021946666,391.00647555239095,0.32099999999999995,0.6287749,29,0.029,136.2497872458965,860,0.86,874.6235629451082,29,0.029,136.2497872458965,860,0.86,874.6235629451082,29,0.029,136.2497872458965,860,0.86,874.6235629451082,29,0.029,79.9480786185295,860,0.4441558322860521,366.2363117000107,0.496,0.8945423,30,0.03,132.0887947373904,889,0.889,901.979693005037,30,0.03,132.0887947373904,889,0.889,901.979693005037,30,0.03,132.0887947373904,889,0.889,901.979693005037,30,0.03,76.85305087040948,889,0.4561918811360794,381.94213052091055
width,7,111,0.263,0.5090935,58,0.058,195.8562594565959,985,0.985,988.0,58,0.058,195.8562594565959,985,0.985,988.0,58,0.058,195.8562594565959,985,0.985,988.0,58,0.058,101.01144375623419,985,0.5476277439260211,472.0090606212616,0.264,0.5240539,61,0.061,197.58512691602922,991,0.991,993.1622776601683,61,0.061,197.58512691602922,991,0.991,993.1622776601683,61,0.061,197.58512691602922,991,0.991,993.1622776601683,61,0.061,100.58584210127225,991,0.5490527193023589,474.40132564555915,0.33199999999999996,0.6317863,64,0.064,198.62115275193844,989,0.989,991.4641016151377,64,0.064,198.62115275193844,989,0.989,991.4641016151377,64,0.064,198.62115275193844,989,0.989,991.4641016151377,64,0.064,99.95927340248765,989,0.5344992880250502,458.2367993738367,0.505,0.9161781,61,0.061,196.4345303364668,995,0.995,996.4494897427832,61,0.061,196.4345303364668,995,0.995,996.4494897427832,61,0.061,196.4345303364668,995,0.995,996.4494897427832,61,0.06088793498694192,98.80535548750606,995,0.5333812070641469,457.4521487154572
width,7,151,0.254,0.49394947,76,0.076,225.7649076350828,1000,1.0,1000.0,76,0.076,225.7649076350828,1000,1.0,1000.0,76,0.076,225.7649076350828,1000,1.0,1000.0,76,0.07410821274300428,117.90032415765263,1000,0.5785763949563509,488.72431868314743,0.29300000000000004,0.55792785,77,0.077,228.70282140916007,1000,1.0,1000.0,77,0.077,228.70282140916007,1000,1.0,1000.0,77,0.077,228.70282140916007,1000,1.0,1000.0,77,0.07689441337848528,118.78966942109872,1000,0.5750000268277561,483.9039953947067,0.33999999999999997,0.6706665,75,0.075,226.59541097818644,1000,1.0,1000.0,75,0.075,226.59541097818644,1000,1.0,1000.0,75,0.075,226.59541097818644,1000,1.0,1000.0,75,0.075,113.51049149840486,1000,0.5506971517738951,457.28509336709976,0.505,0.9724037,76,0.076,224.85723528083423,1000,1.0,1000.0,76,0.076,224.85723528083423,1000,1.0,1000.0,76,0.076,224.85723528083423,1000,1.0,1000.0,76,0.0759082583865553,115.39307731456748,1000,0.5558518355185605,464.64696311950684
width,7,197,0.263,0.4992789,87,0.087,232.37447262545993,998,0.998,998.7320508075688,87,0.087,232.37447262545993,998,0.998,998.7320508075688,87,0.087,232.37447262545993,998,0.998,998.7320508075688,87,0.087,132.12013138039305,998,0.5624651677045853,477.5280341413337,0.28300000000000003,0.63790065,82,0.082,222.368751099327,997,0.997,998.0,82,0.082,222.368751099327,997,0.997,998.0,82,0.082,222.368751099327,997,0.997,998.0,82,0.082,125.77833088524727,997,0.5599066558826428,475.15901374816895,0.32699999999999996,0.73865885,81,0.081,222.77028931996898,999,0.999,999.4142135623731,81,0.081,222.77028931996898,999,0.999,999.4142135623731,81,0.081,222.77028931996898,999,0.999,999.4142135623731,81,0.07996900334064096,121.65891214274369,999,0.5361790148774226,449.49796480725223,0.5,1.0158956,83,0.083,220.89381709746556,999,0.999,999.4142135623731,83,0.083,220.89381709746556,999,0.999,999.4142135623731,83,0.083,220.89381709746556,999,0.999,999.4142135623731,83,0.083,120.15288225767395,999,0.5287903988638464,442.18674141953403
width,7,249,0.258,0.47585228,107,0.107,269.1993103344254,1000,1.0,1000.0,107,0.107,269.1993103344254,1000,1.0,1000.0,107,0.107,269.1993103344254,1000,1.0,1000.0,107,0.10360772946918417,137.62701640605087,1000,0.5977710173756748,495.2809774875641,0.31699999999999995,0.60795474,99,0.099,261.7095387083156,1000,1.0,1000.0,99,0.099,261.7095387083156,1000,1.0,1000.0,99,0.099,261.7095387083156,1000,1.0,1000.0,99,0.099,134.9245680775148,1000,0.5958998639625236,489.7015941143036,0.349,0.7522456,99,0.099,258.41481471896367,1000,1.0,1000.0,99,0.099,258.41481471896367,1000,1.0,1000.0,99,0.099,258.41481471896367,1000,1.0,1000.0,99,0.09571142798028809,130.05863116368604,1000,0.573003415987174,459.91320300102234,0.515,1.1410615,100,0.1,257.861821965484,1000,1.0,1000.0,100,0.1,257.861821965484,1000,1.0,1000.0,100,0.1,257.861821965484,1000,1.0,1000.0,100,0.0973500780653573,130.36772878905612,1000,0.5625783771055811,454.2939367890358
width,7,307,0.254,0.46589214,202,0.202,386.2807346629998,992,0.992,994.0,202,0.202,386.2807346629998,992,0.992,994.0,202,0.202,386.2807346629998,992,0.992,994.0,202,0.1966967755551302,201.3488976608954,992,0.5985467613810506,492.3740767836571,0.29700000000000004,0.7016422,193,0.193,376.18091576825134,990,0.99,992.3166247903554,193,0.193,376.18091576825134,990,0.99,992.3166247903554,193,0.193,376.18091576825134,990,0.99,992.3166247903554,193,0.18586424127997261,188.4065320944401,990,0.589799824610347,481.0152760405988,0.353,0.83207434,184,0.184,368.03942881916174,994,0.994,995.6457513110646,184,0.184,368.03942881916174,994,0.994,995.6457513110646,184,0.184,368.03942881916174,994,0.994,995.6457513110646,184,0.17866598876915307,183.20714104010816,994,0.57119461626388,463.16463106250717,0.494,1.2397251,193,0.193,379.5457362965147,994,0.994,995.6457513110646,193,0.193,379.5457362965147,994,0.994,995.6457513110646,193,0.193,379.5457362965147,994,0.994,995.6457513110646,193,0.18445662869073126,183.65892199242265,994,0.5636207128498288,456.0615308222766
width,7,371,0.27,0.49822,125,0.125,294.08647307109777,1000,1.0,1000.0,125,0.125,294.08647307109777,1000,1.0,1000.0,125,0.125,294.08647307109777,1000,1.0,1000.0,125,0.125,162.53440367055566,1000,0.575487765589818,484.23874962329865,0.276,0.59431505,114,0.114,283.7158269458791,1000,1.0,1000.0,114,0.114,283.7158269458791,1000,1.0,1000.0,114,0.114,283.7158269458791,1000,1.0,1000.0,114,0.114,154.62677868260192,1000,0.5795850476608351,489.32396841049194,0.359,0.7164028,120,0.12,286.1966210148934,1000,1.0,1000.0,120,0.12,286.1966210148934,1000,1.0,1000.0,120,0.12,286.1966210148934,1000,1.0,1000.0,120,0.11995340963314594,150.49460451578167,1000,0.552874654744072,456.5488312840462,0.527,1.0311282,110,0.11,272.66401576741913,1000,1.0,1000.0,110,0.11,272.66401576741913,1000,1.0,1000.0,110,0.11,272.66401576741913,1000,1.0,1000.0,110,0.11,143.05841759870106,1000,0.548985320203786,461.16761988401413
width,7,441,0.258,0.49168605,191,0.191,364.8371954998537,1000,1.0,1000.0,191,0.191,364.8371954998537,1000,1.0,1000.0,191,0.191,364.8371954998537,1000,1.0,1000.0,191,0.18660516284299183,193.96187586115354,1000,0.588195106305136,507.7108762860298,0.28500000000000003,0.5587091,186,0.186,359.92187693158684,1000,1.0,1000.0,186,0.186,359.92187693158684,1000,1.0,1000.0,186,0.186,359.92187693158684,1000,1.0,1000.0,186,0.18091543079699177,185.98615909321774,1000,0.5845749035987576,500.4698004126549,0.354,0.6827331,178,0.178,352.819225590672,1000,1.0,1000.0,178,0.178,352.819225590672,1000,1.0,1000.0,178,0.178,352.819225590672,1000,1.0,1000.0,178,0.17264719929870503,179.8495509917831,1000,0.5672486111748437,477.7718997001648,0.528,0.9828518,188,0.188,362.67132301724035,1000,1.0,1000.0,188,0.188,362.67132301724035,1000,1.0,1000.0,188,0.188,362.67132301724035,1000,1.0,1000.0,188,0.18600482535447108,189.50650142217108,1000,0.5622233975794018,479.8524634838104
width,7,517,0.22899999999999998,0.45207214,195,0.195,388.19797056911796,1000,1.0,1000.0,195,0.195,388.19797056911796,1000,1.0,1000.0,195,0.195,388.19797056911796,1000,1.0,1000.0,195,0.19122859857630473,205.11238033441322,1000,0.6258702629725794,540.7289715409279,0.28700000000000003,0.60544395,196,0.196,385.5456422951705,1000,1.0,1000.0,196,0.196,385.5456422951705,1000,1.0,1000.0,196,0.196,385.5456422951705,1000,1.0,1000.0,196,0.1875551986829426,207.26583365722973,1000,0.6328696760503939,551.7491974830627,0.347,0.7665573,197,0.197,389.57118098189886,1000,1.0,1000.0,197,0.197,389.57118098189886,1000,1.0,1000.0,197,0.197,389.57118098189886,1000,1.0,1000.0,197,0.19453972648107015,202.9650127238061,1000,0.6078401193090127,520.5462198853493,0.515,1.0898095,212,0.212,398.7260063073955,1000,1.0,1000.0,212,0.212,398.7260063073955,1000,1.0,1000.0,212,0.212,398.7260063073955,1000,1.0,1000.0,212,0.20432838830760877,207.87681320065002,1000,0.5969406306167091,512.5008152723312
width,7,599,0.261,0.46833155,228,0.228,409.03747389710236,1000,1.0,1000.0,228,0.228,409.03747389710236,1000,1.0,1000.0,228,0.228,409.03747389710236,1000,1.0,1000.0,228,0.21236368515767062,212.26454327011547,1000,0.6024825934064006,494.30560237169266,0.29400000000000004,0.62744653,232,0.232,415.84225280627504,1000,1.0,1000.0,232,0.232,415.84225280627504,1000,1.0,1000.0,232,0.232,415.84225280627504,1000,1.0,1000.0,232,0.21893808114934776,212.15609520476323,1000,0.6009702950028349,494.8219067454338,0.345,0.7687825,229,0.229,412.303163148681,1000,1.0,1000.0,229,0.229,412.303163148681,1000,1.0,1000.0,229,0.229,412.303163148681,1000,1.0,1000.0,229,0.21446021920486324,206.48325540493923,1000,0.5802828921365587,474.81201553344727,0.504,1.1307139,241,0.241,419.4188030316484,1000,1.0,1000.0,241,0.241,419.4188030316484,1000,1.0,1000.0,241,0.241,419.4188030316484,1000,1.0,1000.0,241,0.22204551789990062,206.8820541204126,1000,0.5683004075577188,460.7288082242012
width,7,687,0.23099999999999998,0.4623204,222,0.222,408.4740012795085,1000,1.0,1000.0,222,0.222,408.4740012795085,1000,1.0,1000.0,222,0.222,408.4740012795085,1000,1.0,1000.0,222,0.22041242998405464,223.06829294866137,1000,0.611261559882173,520.7359361052513,0.30400000000000005,0.63847804,233,0.233,421.0393698716977,1000,1.0,1000.0,233,0.233,421.0393698716977,1000,1.0,1000.0,233,0.233,421.0393698716977,1000,1.0,1000.0,233,0.2246947899831844,227.0625024376841,1000,0.6137763762279269,526.1672087311745,0.33999999999999997,0.81910753,220,0.22,403.62114557602854,1000,1.0,1000.0,220,0.22,403.62114557602854,1000,1.0,1000.0,220,0.22,403.62114557602854,1000,1.0,1000.0,220,0.21901185761967978,217.2334869490193,1000,0.5927524067569406,505.5617254972458,0.505,1.2840883,240,0.24,420.604203956455,1000,1.0,1000.0,240,0.24,420.604203956455,1000,1.0,1000.0,240,0.24,420.604203956455,1000,1.0,1000.0,240,0.2321715109884073,215.392449495979,1000,0.5798956582394733,486.97552585601807
width,7,781,0.239,0.4451931,283,0.283,456.2190274705564,1000,1.0,1000.0,283,0.283,456.2190274705564,1000,1.0,1000.0,283,0.283,456.2190274705564,1000,1.0,1000.0,283,0.27806977937434285,264.8696197968598,1000,0.6255373517407937,527.0902283787727,0.30900000000000005,0.7411156,279,0.279,455.4211336792114,1000,1.0,1000.0,279,0.279,455.4211336792114,1000,1.0,1000.0,279,0.279,455.4211336792114,1000,1.0,1000.0,279,0.2720510489164415,258.93651229529297,1000,0.6290403603253075,532.8717070221901,0.368,0.8438292,270,0.27,441.4095557966544,1000,1.0,1000.0,270,0.27,441.4095557966544,1000,1.0,1000.0,270,0.27,441.4095557966544,1000,1.0,1000.0,270,0.26881464244530107,252.63268830702566,1000,0.607722266927519,504.7406973838806,0.505,1.225715,268,0.268,444.0389711658271,1000,1.0,1000.0,268,0.268,444.0389711658271,1000,1.0,1000.0,268,0.268,444.0389711658271,1000,1.0,1000.0,268,0.26285896489226857,248.81564055965003,1000,0.594791929614858,499.3949342370033
width,7,881,0.23099999999999998,0.45973206,333,0.333,516.4480718366672,1000,1.0,1000.0,333,0.333,516.4480718366672,1000,1.0,1000.0,333,0.333,516.4480718366672,1000,1.0,1000.0,333,0.31085634681787994,285.27225117014734,1000,0.6262789414847291,533.7550392150879,0.31899999999999995,0.70570076,345,0.345,527.9521523502324,1000,1.0,1000.0,345,0.345,527.9521523502324,1000,1.0,1000.0,345,0.345,527.9521523502324,1000,1.0,1000.0,345,0.3253750009477994,295.6063987841457,1000,0.634010524958636,546.4274063110352,0.352,0.8191511,324,0.324,506.6917116667424,1000,1.0,1000.0,324,0.324,506.6917116667424,1000,1.0,1000.0,324,0.324,506.6917116667424,1000,1.0,1000.0,324,0.3030455788934522,274.47700793372627,1000,0.6106291415786719,520.2418376803398,0.523,1.1832582,341,0.341,520.0860130275987,1000,1.0,1000.0,341,0.341,520.0860130275987,1000,1.0,1000.0,341,0.341,520.0860130275987,1000,1.0,1000.0,341,0.30708442509632533,270.8949677257738,1000,0.5962147430633639,502.1757166981697
width,7,987,0.21599999999999997,0.43536586,343,0.343,525.1196948518862,1000,1.0,1000.0,343,0.343,525.1196948518862,1000,1.0,1000.0,343,0.343,525.1196948518862,1000,1.0,1000.0,343,0.3372035808009988,306.4518430381637,1000,0.6369417843492523,549.7712912559509,0.30800000000000005,0.7287385,371,0.371,548.6406230889731,1000,1.0,1000.0,371,0.371,548.6406230889731,1000,1.0,1000.0,371,0.371,548.6406230889731,1000,1.0,1000.0,371,0.3547875093328156,321.8371182257377,1000,0.6506680831119227,566.9627206921577,0.34099999999999997,0.81757593,360,0.36,534.6203159859101,1000,1.0,1000.0,360,0.36,534.6203159859101,1000,1.0,1000.0,360,0.36,534.6203159859101,1000,1.0,1000.0,360,0.35022625478344666,311.08590392161364,1000,0.6228816160929563,530.623128414154,0.497,1.1717126,346,0.346,519.0580661044789,1000,1.0,1000.0,346,0.346,519.0580661044789,1000,1.0,1000.0,346,0.346,519.0580661044789,1000,1.0,1000.0,346,0.33379618711388753,293.5175819637067,1000,0.6131160580867192,525.996858894825
width,7,1099,0.21999999999999997,0.43162635,412,0.412,589.5864505372776,1000,1.0,1000.0,412,0.412,589.5864505372776,1000,1.0,1000.0,412,0.412,589.5864505372776,1000,1.0,1000.0,412,0.3723652787417151,332.62503562670406,1000,0.6449732282979777,553.839650452137,0.30700000000000005,0.7453065,404,0.404,584.5153071873881,1000,1.0,1000.0,404,0.404,584.5153071873881,1000,1.0,1000.0,404,0.404,584.5153071873881,1000,1.0,1000.0,404,0.36069420865822366,328.89861925222186,1000,0.6513203579269161,563.8565993905067,0.367,0.9243473,397,0.397,575.1843248291171,1000,1.0,1000.0,397,0.397,575.1843248291171,1000,1.0,1000.0,397,0.397,575.1843248291171,1000,1.0,1000.0,397,0.35733155763735336,322.30528112696015,1000,0.6284858688265016,532.1379807591438,0.525,1.3706332,406,0.406,584.5480290937402,1000,1.0,1000.0,406,0.406,584.5480290937402,1000,1.0,1000.0,406,0.406,584.5480290937402,1000,1.0,1000.0,406,0.3592155559078198,317.01052682818636,1000,0.6145173862185142,520.5809813141823
width,7,1217,0.23199999999999998,0.44505432,427,0.427,601.875494095472,1000,1.0,1000.0,427,0.427,601.875494095472,1000,1.0,1000.0,427,0.427,601.875494095472,1000,1.0,1000.0,427,0.38437704647453225,328.8994022312022,1000,0.6304196540651622,545.8338940143585,0.30400000000000005,0.65902007,429,0.429,604.356329724334,1000,1.0,1000.0,429,0.429,604.356329724334,1000,1.0,1000.0,429,0.429,604.356329724334,1000,1.0,1000.0,429,0.39755801677630465,336.02065301113714,1000,0.6361567454092182,552.2878271341324,0.383,0.8270696,423,0.423,596.3813072648261,1000,1.0,1000.0,423,0.423,596.3813072648261,1000,1.0,1000.0,423,0.423,596.3813072648261,1000,1.0,1000.0,423,0.3865962850290614,325.19590850769157,1000,0.6118614457437022,523.0398748517036,0.5389999999999999,1.1773506,414,0.414,589.6361451468568,1000,1.0,1000.0,414,0.414,589.6361451468568,1000,1.0,1000.0,414,0.414,589.6361451468568,1000,1.0,1000.0,414,0.3792294807846546,315.7850265415176,1000,0.5971410066610139,499.6753081083298
width,7,1341,0.22099999999999997,0.42690808,454,0.454,621.245186388554,1000,1.0,1000.0,454,0.454,621.245186388554,1000,1.0,1000.0,454,0.454,621.245186388554,1000,1.0,1000.0,454,0.4200974400500102,356.85805269169623,1000,0.6360486008214085,547.040608882904,0.29700000000000004,0.8014548,455,0.455,621.5443479569985,1000,1.0,1000.0,455,0.455,621.5443479569985,1000,1.0,1000.0,455,0.455,621.5443479569985,1000,1.0,1000.0,455,0.4200757941944777,361.61897053630395,1000,0.6438023395044097,556.1438322067261,0.373,0.94818056,437,0.437,604.1006359986579,1000,1.0,1000.0,437,0.437,604.1006359986579,1000,1.0,1000.0,437,0.437,604.1006359986579,1000,1.0,1000.0,437,0.40645496127580116,342.07371266945023,1000,0.6142858791052259,521.957930624485,0.496,1.4500375,428,0.428,595.1335653599566,1000,1.0,1000.0,428,0.428,595.1335653599566,1000,1.0,1000.0,428,0.428,595.1335653599566,1000,1.0,1000.0,428,0.403525670887332,336.0224341461322,1000,0.6101183847699176,516.8563949465752
width,7,1471,0.20199999999999996,0.40696597,555,0.555,705.7875972673598,1000,1.0,1000.0,555,0.555,705.7875972673598,1000,1.0,1000.0,555,0.555,705.7875972673598,1000,1.0,1000.0,555,0.4776724167386182,409.9192071251755,1000,0.6718051168116747,586.7831138968468,0.32499999999999996,0.7758256,558,0.558,705.5657848481551,1000,1.0,1000.0,558,0.558,705.5657848481551,1000,1.0,1000.0,558,0.558,705.5657848481551,1000,1.0,1000.0,558,0.48220393337803635,415.5505403885776,1000,0.6750881216211457,583.0514407157898,0.355,1.0598257,556,0.556,706.5837094482481,1000,1.0,1000.0,556,0.556,706.5837094482481,1000,1.0,1000.0,556,0.556,706.5837094482481,1000,1.0,1000.0,556,0.4870958280478903,412.3287654105764,1000,0.6561416093253681,565.4526490569115,0.504,1.6147223,564,0.564,707.0270364302747,1000,1.0,1000.0,564,0.564,707.0270364302747,1000,1.0,1000.0,564,0.564,707.0270364302747,1000,1.0,1000.0,564,0.4900975100505882,405.1133424332958,1000,0.64639410407161,558.1463720202446
width,7,1607,0.235,0.446032,438,0.438,600.2660801807492,1000,1.0,1000.0,438,0.438,600.2660801807492,1000,1.0,1000.0,438,0.438,600.2660801807492,1000,1.0,1000.0,438,0.4071348830294762,336.8558361050075,1000,0.6202301718099488,534.0155795812607,0.29200000000000004,0.8113431,418,0.418,587.5360226296399,1000,1.0,1000.0,418,0.418,587.5360226296399,1000,1.0,1000.0,418,0.418,587.5360226296399,1000,1.0,1000.0,418,0.39740480279761436,333.1858477001242,1000,0.6264062226668305,541.4258818030357,0.36,0.923725,436,0.436,601.4970115599862,1000,1.0,1000.0,436,0.436,601.4970115599862,1000,1.0,1000.0,436,0.436,601.4970115599862,1000,1.0,1000.0,436,0.41656462656388055,336.14267611125376,1000,0.6045951074548881,514.4100241065025,0.534,1.2938687,420,0.42,588.2654598685222,1000,1.0,1000.0,420,0.42,588.2654598685222,1000,1.0,1000.0,420,0.42,588.2654598685222,1000,1.0,1000.0,420,0.3950865333623701,316.8985876123483,1000,0.586316272284992,497.8662180900574
width,7,1749,0.20799999999999996,0.40127757,406,0.406,583.9258578883299,1000,1.0,1000.0,406,0.406,583.9258578883299,1000,1.0,1000.0,406,0.406,583.9258578883299,1000,1.0,1000.0,406,0.3935898156729371,359.2337153410144,1000,0.6748139892984498,584.8470723628998,0.31499999999999995,0.85464644,418,0.418,595.8801868353726,1000,1.0,1000.0,418,0.418,595.8801868353726,1000,1.0,1000.0,418,0.418,595.8801868353726,1000,1.0,1000.0,418,0.40137826819634265,371.1685121348788,1000,0.6903649104162427,604.7291915416718,0.347,1.0507141,417,0.417,590.3440234238535,1000,1.0,1000.0,417,0.417,590.3440234238535,1000,1.0,1000.0,417,0.417,590.3440234238535,1000,1.0,1000.0,417,0.3906375346297945,357.5339349148879,1000,0.667243778253039,568.3596589565277,0.496,1.6432171,423,0.423,599.6147716479737,1000,1.0,1000.0,423,0.423,599.6147716479737,1000,1.0,1000.0,423,0.423,599.6147716479737,1000,1.0,1000.0,423,0.4067851110300752,358.5079770514555,1000,0.6549634555759075,563.9678848385811
width,7,1897,0.19299999999999995,0.38774917,481,0.481,638.949133045373,1000,1.0,1000.0,481,0.481,638.949133045373,1000,1.0,1000.0,481,0.481,638.949133045373,1000,1.0,1000.0,481,0.42337268472271095,378.57353245102473,1000,0.6709053689672688,580.4051848053932,0.33099999999999996,0.8384182,483,0.483,636.2464452121028,1000,1.0,1000.0,483,0.483,636.2464452121028,1000,1.0,1000.0,483,0.483,636.2464452121028,1000,1.0,1000.0,483,0.4210295602311026,367.9728312706076,1000,0.6655271128972751,570.7626042366028,0.371,1.1138997,469,0.469,623.9440495454035,1000,1.0,1000.0,469,0.469,623.9440495454035,1000,1.0,1000.0,469,0.469,623.9440495454035,1000,1.0,1000.0,469,0.40831064948163065,357.34690270994804,1000,0.6504573907699025,550.1249756217003,0.493,1.9357548,484,0.484,632.5487061561604,1000,1.0,1000.0,484,0.484,632.5487061561604,1000,1.0,1000.0,484,0.484,632.5487061561604,1000,1.0,1000.0,484,0.4150040844442205,360.393089247653,1000,0.6395828030877757,539.7739499807358
width,7,2051,0.21599999999999997,0.4218717,468,0.468,634.5648218647694,1000,1.0,1000.0,468,0.468,634.5648218647694,1000,1.0,1000.0,468,0.468,634.5648218647694,1000,1.0,1000.0,468,0.4153320806105186,358.4893802705874,1000,0.651136949959007,558.4519752860069,0.29300000000000004,0.742992,488,0.488,644.6007435057084,1000,1.0,1000.0,488,0.488,644.6007435057084,1000,1.0,1000.0,488,0.488,644.6007435057084,1000,1.0,1000.0,488,0.4133453758204936,353.70357992785597,1000,0.655221780653841,563.0792309641838,0.34199999999999997,0.89748955,467,0.467,627.7669421738435,1000,1.0,1000.0,467,0.467,627.7669421738435,1000,1.0,1000.0,467,0.467,627.7669421738435,1000,1.0,1000.0,467,0.4039533477005643,341.9669276068378,1000,0.6275315046208884,532.5863989591599,0.518,1.2801796,497,0.497,649.7674640387986,1000,1.0,1000.0,497,0.497,649.7674640387986,1000,1.0,1000.0,497,0.497,649.7674640387986,1000,1.0,1000.0,497,0.4189039181446407,353.00757696877105,1000,0.6264641700124358,530.4911239743233
width,7,2211,0.21899999999999997,0.42136773,580,0.58,716.3975675259137,1000,1.0,1000.0,580,0.58,716.3975675259137,1000,1.0,1000.0,580,0.58,716.3975675259137,1000,1.0,1000.0,580,0.48498819777815594,405.70957795877126,1000,0.6497511002633151,551.4348591566086,0.31499999999999995,0.82516235,613,0.613,740.7272544381552,1000,1.0,1000.0,613,0.613,740.7272544381552,1000,1.0,1000.0,613,0.613,740.7272544381552,1000,1.0,1000.0,613,0.5096048910961812,428.64983907618364,1000,0.6600863959050344,563.6620124578476,0.357,1.0223624,556,0.556,695.3227153091409,1000,1.0,1000.0,556,0.556,695.3227153091409,1000,1.0,1000.0,556,0.556,695.3227153091409,1000,1.0,1000.0,556,0.4675688615538107,382.92709756591825,1000,0.6250753373340209,524.3128272891045,0.505,1.6897556,599,0.599,728.8191752997266,1000,1.0,1000.0,599,0.599,728.8191752997266,1000,1.0,1000.0,599,0.599,728.8191752997266,1000,1.0,1000.0,599,0.5012691245579508,404.47420521029477,1000,0.6265848147703859,526.2809082269669
