model,rep,n_train_samples,n_test_samples,save_path,n_estimators,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,n_total_leaves
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,33,-2,0.0,0.0,0.23709999999999998,0.3353100356386609,10000.0,1244.544093232538,1592,1244.544093232538,1592,1592,34966.79698933776,0.12445440932325379,6.281407035175879,0.0628140703517588,1592
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,34,-2,0.0,0.0,0.24409999999999998,0.3452095305752726,10000.0,1144.260459860429,1666,1144.260459860429,1666,1666,33918.98425087398,0.11442604598604288,6.002400960384153,0.06002400960384152,1666
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,35,-2,0.0,0.0,0.23070000000000002,0.32625906883947303,10000.0,1067.7696380774273,1626,1067.7696380774273,1626,1626,33752.21715863164,0.10677696380774272,6.150061500615007,0.061500615006150054,1626
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,36,-2,0.0,0.0,0.2369,0.3350271929261862,10000.0,1163.8066849782226,1618,1163.8066849782226,1618,1618,34302.96487652248,0.11638066849782228,6.180469715698392,0.06180469715698393,1618
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,37,-2,0.0,0.0,0.23509999999999998,0.3324816085139147,10000.0,1245.0333328871159,1565,1245.0333328871159,1565,1565,35266.43750369071,0.12450333328871158,6.3897763578274756,0.06389776357827477,1565
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,38,-2,0.0,0.0,0.24009999999999998,0.3395526763257802,10000.0,1045.2033295010115,1653,1045.2033295010115,1653,1653,33983.19572562378,0.10452033295010114,6.049606775559591,0.06049606775559589,1653
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,39,-2,0.0,0.0,0.24750000000000005,0.35001785668734103,10000.0,1001.7864043796961,1614,1001.7864043796961,1614,1614,33183.772147860735,0.1001786404379696,6.195786864931845,0.06195786864931845,1614
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,None,-2,0.0,0.0,0.24370000000000003,0.3446438451503233,10000.0,1075.0088371729787,1651,1075.0088371729787,1651,1651,33780.75066098162,0.10750088371729788,6.0569351907934585,0.060569351907934575,1651
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,1,-2,0.8139000000000001,0.926725183804538,0.8240000000000001,0.9305337360910516,10000.0,7071.1867462258415,2,7071.1867462258415,2,2,85172.10011510542,0.7071186746225842,5000.0,50.0,2
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,2,-2,0.6912,0.8903019044452938,0.6848000000000001,0.8872220996549504,10000.0,5140.857710538194,4,5140.857710538194,4,4,78521.27892051655,0.5140857710538194,2500.0,25.0,4
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,3,-2,0.6056,0.8289703767939626,0.6072,0.8293692982592001,10000.0,4354.403977584074,8,4354.403977584074,8,8,73622.64280972628,0.4354403977584073,1250.0,12.5,8
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,4,-2,0.4786,0.7348822270101453,0.49839999999999995,0.7474052036249493,10000.0,2942.5529731850197,16,2942.5529731850197,16,16,66184.97969327612,0.294255297318502,625.0,6.25,16
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,5,-2,0.4031,0.6551620472861402,0.42989999999999995,0.675793848716487,10000.0,2284.7345578863205,32,2284.7345578863205,32,32,60613.23151552718,0.22847345578863204,312.5,3.125,32
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,6,-2,0.34219999999999995,0.5508353988725487,0.3732,0.5764133525446316,10000.0,2022.9908551449262,63,2022.9908551449262,63,63,56477.10291219216,0.2022990855144926,158.73015873015873,1.587301587301587,63
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,7,-2,0.30479999999999996,0.49988825172492113,0.3468,0.5395349462030696,10000.0,1466.074350092791,123,1466.074350092791,123,123,49845.66306447469,0.1466074350092791,81.30081300813009,0.813008130081301,123
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,8,-2,0.24609999999999999,0.4150767296512405,0.3116,0.483852888348349,10000.0,1575.2669615020814,221,1575.2669615020814,221,221,49008.45716392015,0.15752669615020815,45.24886877828054,0.4524886877828055,221
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,9,-2,0.1846,0.3158136696278131,0.26759999999999995,0.4161616368599579,10000.0,1468.9125229229955,409,1468.9125229229955,409,409,45312.850361250305,0.14689125229229955,24.449877750611247,0.24449877750611249,409
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,10,-2,0.129,0.23327775361552658,0.24860000000000004,0.3873437656439324,10000.0,1469.1684722998925,655,1469.1684722998925,655,655,41923.73850839208,0.14691684722998924,15.267175572519083,0.15267175572519084,655
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,11,-2,0.0867,0.15687117554102575,0.22909999999999997,0.34532567655545665,10000.0,1312.0297252730213,865,1312.0297252730213,865,865,38875.78000767863,0.13120297252730215,11.560693641618496,0.115606936416185,865
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,12,-2,0.056499999999999995,0.10383415602502787,0.23640000000000005,0.3491969192962191,10000.0,1236.3009342389093,1095,1236.3009342389093,1095,1095,38189.43281754557,0.12363009342389093,9.132420091324203,0.091324200913242,1095
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,13,-2,0.03700000000000003,0.07184972092415645,0.24250000000000005,0.354030603947576,10000.0,1275.0725469556623,1245,1275.0725469556623,1245,1245,37000.561374032106,0.12750725469556623,8.032128514056225,0.08032128514056225,1245
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,14,-2,0.026800000000000046,0.05155597371518529,0.24750000000000005,0.3581312236330477,10000.0,1151.367013597315,1363,1151.367013597315,1363,1363,36271.38350874167,0.11513670135973152,7.336757153338226,0.07336757153338225,1363
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,15,-2,0.012700000000000045,0.02529489463378347,0.2309,0.3317208783898071,10000.0,1275.4073858967572,1406,1275.4073858967572,1406,1406,36624.3179874281,0.12754073858967574,7.112375533428164,0.07112375533428164,1406
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,16,-2,0.012800000000000034,0.024875663940215863,0.2509,0.3573303156545187,10000.0,1235.8438412679816,1505,1235.8438412679816,1505,1505,35254.46125492916,0.12358438412679816,6.64451827242525,0.0664451827242525,1505
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,17,-2,0.0030999999999999917,0.0061340354304147025,0.24329999999999996,0.34504046169983665,10000.0,1264.871534978948,1602,1264.871534978948,1602,1602,34837.3956905742,0.1264871534978948,6.242197253433208,0.06242197253433207,1602
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,18,-2,0.0049000000000000155,0.011265394244350043,0.23519999999999996,0.3366557675844203,10000.0,1211.5494211958503,1601,1211.5494211958503,1601,1601,34930.50432776,0.12115494211958502,6.246096189881326,0.06246096189881323,1601
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,19,-2,0.0007000000000000339,0.001622873161664951,0.23850000000000005,0.3377068787579295,10000.0,1139.8350757894757,1570,1139.8350757894757,1570,1570,35311.14099725732,0.11398350757894757,6.369426751592356,0.06369426751592357,1570
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,20,-2,0.0010000000000000009,0.0024835624650761255,0.24480000000000002,0.3472067285326924,10000.0,1050.047617967871,1625,1050.047617967871,1625,1625,33809.99176078152,0.10500476179678711,6.153846153846154,0.061538461538461535,1625
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,21,-2,0.0017000000000000348,0.004081051261336598,0.2348,0.33369297468701936,10000.0,1304.6923008893707,1605,1304.6923008893707,1605,1605,35417.43259703562,0.13046923008893704,6.230529595015577,0.06230529595015576,1605
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,22,-2,9.999999999998899e-05,0.00023570226039551585,0.243,0.3437010361087412,10000.0,1068.9583715000317,1650,1068.9583715000317,1650,1650,33680.34540109283,0.10689583715000318,6.060606060606062,0.060606060606060594,1650
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,23,-2,0.0,0.0,0.2338,0.33064313088282965,10000.0,1141.9115552441003,1569,1141.9115552441003,1569,1569,34140.62572039338,0.11419115552441005,6.373486297004459,0.0637348629700446,1569
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,24,-2,9.999999999998899e-05,0.00021213203435596425,0.23850000000000005,0.33743881958448485,10000.0,1097.601931485181,1617,1097.601931485181,1617,1617,34382.06012128446,0.1097601931485181,6.184291898577614,0.061842918985776124,1617
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,25,-2,0.00029999999999996696,0.0007673455661078887,0.25139999999999996,0.3559578506836398,10000.0,1019.3900136846545,1650,1019.3900136846545,1650,1650,33525.70115391268,0.10193900136846544,6.060606060606062,0.060606060606060594,1650
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,26,-2,0.0,0.0,0.24009999999999998,0.3395526763257802,10000.0,1020.5518115215905,1619,1020.5518115215905,1619,1619,33603.51512605904,0.10205518115215904,6.176652254478073,0.061766522544780746,1619
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,27,-2,0.0,0.0,0.2379,0.3364414064885593,10000.0,1198.1226982241844,1539,1198.1226982241844,1539,1539,35384.279460209444,0.11981226982241844,6.49772579597141,0.06497725795971411,1539
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,28,-2,9.999999999998899e-05,0.00023570226039551585,0.22740000000000005,0.32194571747423517,10000.0,1136.3758181165244,1628,1136.3758181165244,1628,1628,34328.25443744687,0.11363758181165243,6.142506142506143,0.06142506142506142,1628
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,29,-2,0.0,0.0,0.22199999999999998,0.3139554108468271,10000.0,1025.8693873978305,1551,1025.8693873978305,1551,1551,33988.22594818267,0.10258693873978304,6.447453255963895,0.06447453255963893,1551
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,30,-2,0.0,0.0,0.23660000000000003,0.33460292885747434,10000.0,1138.828345274212,1555,1138.828345274212,1555,1555,34976.172217493135,0.1138828345274212,6.430868167202572,0.06430868167202572,1555
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,31,-2,0.0,0.0,0.2389,0.33785562005093245,10000.0,1083.790570174884,1585,1083.790570174884,1585,1585,34406.20018078151,0.10837905701748839,6.309148264984227,0.06309148264984227,1585
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,32,-2,0.0,0.0,0.24009999999999998,0.3395526763257801,10000.0,1134.172826336445,1585,1134.172826336445,1585,1585,34754.667317193125,0.1134172826336445,6.309148264984227,0.06309148264984227,1585
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,33,-2,0.0,0.0,0.23260000000000003,0.3289460746079819,10000.0,1009.6127970662812,1609,1009.6127970662812,1609,1609,33691.958039498124,0.10096127970662812,6.215040397762586,0.06215040397762584,1609
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,34,-2,0.0,0.0,0.24839999999999995,0.35129064889347683,10000.0,1060.3999245567684,1628,1060.3999245567684,1628,1628,33908.186557810746,0.10603999245567683,6.142506142506143,0.06142506142506142,1628
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,35,-2,0.0,0.0,0.23860000000000003,0.3374313559822205,10000.0,1062.7304455975654,1653,1062.7304455975654,1653,1653,33341.25256077201,0.10627304455975656,6.049606775559591,0.06049606775559589,1653
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,36,-2,0.0,0.0,0.25349999999999995,0.35850313806157963,10000.0,1101.9219573091373,1654,1101.9219573091373,1654,1654,33637.29040093441,0.11019219573091371,6.045949214026601,0.06045949214026601,1654
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,37,-2,0.0,0.0,0.24009999999999998,0.3395526763257802,10000.0,1092.5850081343785,1655,1092.5850081343785,1655,1655,33609.10061534336,0.10925850081343785,6.0422960725075505,0.060422960725075525,1655
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,38,-2,0.0,0.0,0.24139999999999995,0.3413911539568652,10000.0,1044.2700800080408,1671,1044.2700800080408,1671,1671,33128.73374155132,0.10442700800080408,5.9844404548174746,0.059844404548174746,1671
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,39,-2,0.0,0.0,0.23199999999999998,0.32809754647055805,10000.0,1131.416810905689,1604,1131.416810905689,1604,1604,34622.08373264708,0.11314168109056892,6.234413965087282,0.06234413965087283,1604
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,None,-2,0.0,0.0,0.24719999999999998,0.3495935926186292,10000.0,1165.096562521751,1639,1165.096562521751,1639,1639,34087.36939373862,0.11650965625217508,6.101281269066504,0.061012812690665046,1639
