model,rep,n_train_samples,n_estimators,max_features,splitter,bootstrap,max_depth,n_jobs,train_01_error,test_01_error,irm_l2,activated_regions,regions_l2,n_total_leaves
forest,3,4096,10,1,random,False,15,-1,0.1015625,0.28680000000000005,217.36526861483642,3966,66.25707509390978,8437
forest,3,4096,10,1,random,False,20,-1,0.00048828125,0.3106,101.56682529251371,4070,64.42049363362563,19382
forest,3,4096,10,1,random,False,None,-1,0.0,0.31620000000000004,85.11404114480759,4078,64.28063471995279,25028
forest,3,4096,20,1,random,False,2,-1,0.41064453125,0.4283,2900.1678115240134,224,580.1482569136962,77
forest,3,4096,20,1,random,False,3,-1,0.296142578125,0.30679999999999996,2318.4642912928325,599,321.05139775431593,147
forest,3,4096,20,1,random,False,4,-1,0.27490234375,0.29000000000000004,1741.2350760308052,1154,198.81649830937076,250
forest,3,4096,20,1,random,False,6,-1,0.265380859375,0.27559999999999996,1293.4325127350098,2030,145.9177850709092,686
forest,3,4096,20,1,random,False,8,-1,0.24072265625,0.27580000000000005,756.4421987171264,3303,81.28960573160627,1806
forest,3,4096,20,1,random,False,10,-1,0.2275390625,0.272,447.81570428023167,3814,69.00724599634444,4129
forest,3,4096,20,1,random,False,15,-1,0.07421875,0.2891,195.61619309249423,4079,64.26507605223851,18046
forest,3,4096,20,1,random,False,20,-1,0.0,0.30600000000000005,90.02444112572985,4094,64.03124237432849,41066
forest,3,4096,20,1,random,False,None,-1,0.0,0.3175,83.70271799649042,4093,64.04685784642366,50014
forest,4,4096,1,1,random,False,2,-1,0.488525390625,0.5065999999999999,2731.1883860327184,4,2731.1883860327184,4
forest,4,4096,1,1,random,False,3,-1,0.409912109375,0.40869999999999995,2754.503221998479,8,2754.503221998479,8
forest,4,4096,1,1,random,False,4,-1,0.4892578125,0.49739999999999995,3080.503205646768,10,3080.503205646768,10
forest,4,4096,1,1,random,False,6,-1,0.334228515625,0.33730000000000004,1836.1704713887536,43,1836.1704713887536,43
forest,4,4096,1,1,random,False,8,-1,0.3798828125,0.3931,1281.8354028501478,103,1281.8354028501478,103
forest,4,4096,1,1,random,False,10,-1,0.338623046875,0.3761,933.2105871666904,237,933.2105871666904,237
forest,4,4096,1,1,random,False,15,-1,0.16064453125,0.3287,273.0128202117989,1320,273.0128202117989,1320
forest,4,4096,1,1,random,False,20,-1,0.0888671875,0.3416,160.5739704933526,1901,160.5739704933526,1901
forest,4,4096,1,1,random,False,None,-1,0.0,0.34730000000000005,124.19339757008018,2501,124.19339757008018,2501
forest,4,4096,2,1,random,False,2,-1,0.446044921875,0.44910000000000005,3031.383512523617,11,2694.7571319137487,8
forest,4,4096,2,1,random,False,3,-1,0.3994140625,0.4014,2336.9315351545924,22,1827.3746195019783,16
forest,4,4096,2,1,random,False,4,-1,0.41357421875,0.41659999999999997,1648.0796400659774,52,1145.9720764486367,29
forest,4,4096,2,1,random,False,6,-1,0.308349609375,0.3146,1025.6390690686471,175,687.8822573667675,85
forest,4,4096,2,1,random,False,8,-1,0.343994140625,0.3668,1031.5582872528332,377,514.4161739292418,152
forest,4,4096,2,1,random,False,10,-1,0.34423828125,0.3691,1097.3682153224602,398,693.2358905884776,297
forest,4,4096,2,1,random,False,15,-1,0.1015625,0.3224,227.6477542169042,2477,121.71277665060477,2380
forest,4,4096,2,1,random,False,20,-1,0.0087890625,0.35,116.05171261123206,3464,80.5108688314814,4277
forest,4,4096,2,1,random,False,None,-1,0.0,0.34950000000000003,97.22653958667871,3592,75.53806987208502,5066
forest,4,4096,3,1,random,False,2,-1,0.49072265625,0.49470000000000003,3653.823628900426,12,3453.605072963617,12
forest,4,4096,3,1,random,False,3,-1,0.43701171875,0.45230000000000004,2762.477993879159,26,2224.8199927185165,24
forest,4,4096,3,1,random,False,4,-1,0.447265625,0.4518,2784.9592456623136,52,2211.88878563096,33
forest,4,4096,3,1,random,False,6,-1,0.309814453125,0.32089999999999996,1707.0514540184965,172,1001.2981573936908,102
forest,4,4096,3,1,random,False,8,-1,0.276611328125,0.28269999999999995,851.7253078311106,508,415.0879424892997,245
forest,4,4096,3,1,random,False,10,-1,0.23046875,0.2844,517.6064571123937,1233,202.44999382563594,653
forest,4,4096,3,1,random,False,15,-1,0.094482421875,0.31620000000000004,199.4893480865583,3114,92.7038294786143,3318
forest,4,4096,3,1,random,False,20,-1,0.018310546875,0.3287,115.4469575172945,3636,74.18894796396562,5944
forest,4,4096,3,1,random,False,None,-1,0.0,0.33240000000000003,102.17740563462269,3763,71.98610977126073,7425
forest,4,4096,4,1,random,False,2,-1,0.488037109375,0.4949,2678.235286527309,26,1882.0053134887798,16
forest,4,4096,4,1,random,False,3,-1,0.429931640625,0.4337,2319.4465934787086,45,1109.1915975159575,27
forest,4,4096,4,1,random,False,4,-1,0.365966796875,0.3711,1855.8255575349742,113,1098.0819641538606,57
forest,4,4096,4,1,random,False,6,-1,0.290771484375,0.3014,1402.915535590079,306,622.6780869759269,159
forest,4,4096,4,1,random,False,8,-1,0.263427734375,0.28080000000000005,734.8498145879878,843,277.1497790004531,435
forest,4,4096,4,1,random,False,10,-1,0.22998046875,0.28879999999999995,488.2198531399558,1986,142.33060106667165,971
forest,4,4096,4,1,random,False,15,-1,0.08984375,0.3024,199.70572099967492,3478,80.72174428244222,4348
forest,4,4096,4,1,random,False,20,-1,0.005615234375,0.3288,118.52056783529177,3829,70.21395872616782,7677
forest,4,4096,4,1,random,False,None,-1,0.0,0.3275,101.80741623280693,3850,70.80960386840191,9899
forest,4,4096,5,1,random,False,2,-1,0.4833984375,0.49360000000000004,2502.960055614157,25,1302.0453141116102,20
forest,4,4096,5,1,random,False,3,-1,0.3837890625,0.39549999999999996,2604.1715918886734,71,1354.8800684931496,38
forest,4,4096,5,1,random,False,4,-1,0.40625,0.4002,2143.14572532994,112,920.839834064535,57
forest,4,4096,5,1,random,False,6,-1,0.30029296875,0.3113,1529.7809777873363,509,501.0668618058872,214
forest,4,4096,5,1,random,False,8,-1,0.257568359375,0.2793,874.1300132131388,961,239.72901368003,430
forest,4,4096,5,1,random,False,10,-1,0.232421875,0.2784,426.11500794973193,2231,128.13274366843174,1485
forest,4,4096,5,1,random,False,15,-1,0.09521484375,0.2946,237.92284463665945,3574,76.22335600063799,4680
forest,4,4096,5,1,random,False,20,-1,0.0,0.32430000000000003,100.33424141338787,3961,66.91786009728644,10957
forest,4,4096,5,1,random,False,None,-1,0.0,0.3277,88.19070245779882,3986,65.95452979136459,12704
forest,4,4096,10,1,random,False,2,-1,0.42724609375,0.43979999999999997,2776.162117024149,97,808.591367750114,40
forest,4,4096,10,1,random,False,3,-1,0.359130859375,0.3687,1900.1104388955923,295,490.3937193725057,73
forest,4,4096,10,1,random,False,4,-1,0.2841796875,0.27990000000000004,1662.251467137268,538,358.2233939876066,137
forest,4,4096,10,1,random,False,6,-1,0.281982421875,0.2854,1416.9872476490386,1067,262.2594135584079,401
forest,4,4096,10,1,random,False,8,-1,0.259033203125,0.27490000000000003,823.5851382826188,2101,131.14877048604018,942
forest,4,4096,10,1,random,False,10,-1,0.231201171875,0.28,486.5412623817226,3244,84.20213774008354,2229
forest,4,4096,10,1,random,False,15,-1,0.083251953125,0.2963,184.00298910615552,4002,65.54387843269576,9495
forest,4,4096,10,1,random,False,20,-1,0.001953125,0.30789999999999995,97.66637087554754,4058,64.71475874945375,19728
forest,4,4096,10,1,random,False,None,-1,0.0,0.31799999999999995,86.04661527335054,4068,64.48255578061404,25206
forest,4,4096,20,1,random,False,2,-1,0.34912109375,0.3409,2754.425962882278,284,431.95370122271197,78
forest,4,4096,20,1,random,False,3,-1,0.28955078125,0.2962,2074.348730324771,687,286.5658737533136,148
forest,4,4096,20,1,random,False,4,-1,0.28857421875,0.2925,1761.1979417430623,1268,207.39334608419819,279
forest,4,4096,20,1,random,False,6,-1,0.263671875,0.27090000000000003,1114.0345237020265,2322,121.1940592603451,787
forest,4,4096,20,1,random,False,8,-1,0.2548828125,0.27280000000000004,744.3172811375538,3317,80.01249902359005,1927
forest,4,4096,20,1,random,False,10,-1,0.215087890625,0.27580000000000005,419.4806968145256,3893,67.36467917239716,5076
forest,4,4096,20,1,random,False,15,-1,0.05810546875,0.28659999999999997,155.4945175882417,4084,64.18722614352485,21083
forest,4,4096,20,1,random,False,20,-1,0.0,0.30210000000000004,91.033015988706,4091,64.07807737440318,40694
forest,4,4096,20,1,random,False,None,-1,0.0,0.31420000000000003,83.53789559235976,4091,64.07807737440318,50301
