model,rep,n_train_samples,hidden_layer_dims,n_epochs,learning_rate,batch_size,verbose,train_01_error,test_01_error,irm_l2_pen,activated_regions_pen,regions_l2_pen,irm_l2_all,activated_regions_all,regions_l2_all,n_parameters,depth,width
network,4,4096,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,128,0,0.5,0.5,0.0,1,4095.999999999998,1326.8048619342053,81,805.0279498253461,342,17,4
network,4,4096,8,1000,0.01,128,0,0.2646484375,0.2693,596.4700458740573,18,1138.305758572801,596.4700458740573,18,1138.305758572801,42,1,8
network,4,4096,8;8,1000,0.01,128,0,0.263916015625,0.26890000000000003,512.886333045637,17,1347.790042996312,1044.1866021723563,76,877.6719204805404,114,2,8
network,4,4096,8;8;8,1000,0.01,128,0,0.259765625,0.2711,264.5089856171661,37,1183.1001648212211,853.7775597471383,246,634.4604006555492,186,3,8
network,4,4096,8;8;8;8;8,1000,0.01,128,0,0.2607421875,0.27070000000000005,90.0198276770179,9,2100.000952380737,730.9142883231932,401,419.7808952298806,330,5,8
network,4,4096,8;8;8;8;8;8;8,1000,0.01,128,0,0.38232421875,0.38639999999999997,104.8919679299825,3,2752.305578964662,499.0250012268819,149,1045.486489630545,474,7,8
network,4,4096,8;8;8;8;8;8;8;8;8;8;8,1000,0.01,128,0,0.25390625,0.2762,32.099384423566455,3,2827.875174048529,648.6912715858078,671,410.91604982039826,762,11,8
network,4,4096,16,1000,0.01,128,0,0.26171875,0.2691,517.2906619167311,44,938.375191487925,517.2906619167311,44,938.375191487925,82,1,16
network,4,4096,16;16,1000,0.01,128,0,0.259765625,0.2703,206.12538612380442,30,1384.969313739478,471.6292716974582,188,499.8859870010361,354,2,16
network,4,4096,16;16;16,1000,0.01,128,0,0.24951171875,0.2752,67.52653477934108,18,1510.4462916634936,520.2973946756314,538,384.7596652457219,626,3,16
network,4,4096,16;16;16;16;16,1000,0.01,128,0,0.259033203125,0.281,43.06948963593603,9,2419.9462803954966,388.2372774396475,631,417.5452071333115,1170,5,16
network,4,4096,16;16;16;16;16;16;16,1000,0.01,128,0,0.26220703125,0.2761,30.669418017474875,3,2651.0571476299788,288.7359512385453,596,431.07075985271837,1714,7,16
network,4,4096,32,1000,0.01,128,0,0.26513671875,0.26880000000000004,275.12701257214826,58,800.5860353516042,275.12701257214826,58,800.5860353516042,162,1,32
network,4,4096,32;32,1000,0.01,128,0,0.260009765625,0.27669999999999995,95.09178337598368,137,822.2870545010422,225.66108123463454,379,419.2851058647326,1218,2,32
network,4,4096,32;32;32,1000,0.01,128,0,0.236083984375,0.29000000000000004,40.964436642586016,68,1357.4719149949287,248.6570372161584,824,283.64414324995323,2274,3,32
network,4,4096,32;32;32;32;32,1000,0.01,128,0,0.250244140625,0.2761,18.001326991016523,9,2646.10506216212,187.47159263972495,917,342.26305672683986,4386,5,32
network,4,4096,64,1000,0.01,128,0,0.26220703125,0.26949999999999996,122.9897774270793,59,852.936105461599,122.9897774270793,59,852.936105461599,322,1,64
network,4,4096,64;64,1000,0.01,128,0,0.259521484375,0.27080000000000004,26.924536468851233,89,826.8337196800819,136.47467700412017,400,353.88981336003445,4482,2,64
network,4,4096,64;64;64,1000,0.01,128,0,0.23583984375,0.28769999999999996,23.179962368001043,200,1270.7934529261631,122.67239521305929,1046,247.12345093090622,8642,3,64
network,4,4096,128,1000,0.01,128,0,0.26318359375,0.2721,62.63678878718408,73,796.9805518329792,62.63678878718408,73,796.9805518329792,642,1,128
network,4,4096,128;128,1000,0.01,128,0,0.246337890625,0.28080000000000005,27.115370768425407,208,691.3436193384589,87.17937577656211,782,279.86067962470185,17154,2,128
network,4,4096,256,1000,0.01,128,0,0.26513671875,0.271,26.638001325625474,91,714.9153796079645,26.638001325625474,91,714.9153796079645,1282,1,256
